FACIL,Country,REGION,Zone,FACTYPE,MGA,FTYPE,Factype2,ownership,water_source,soapwater,st_precautions,preparedness,prep2,TBservice,HIVcare,meetings,quality,inpatient,numberbeds,total_full,outpatients,LATNUM,LONGNUM
414,DRC,10,,5,3,1,2,2,0,1,0,0.272727273,0,0,1,1,0,0,6,10,,-4.42561,15.32082
415,DRC,10,,2,1,1,1,1,0,0,0,0.181818182,0,1,1,1,0,1,93,71,132,-4.41159,15.33858
416,DRC,10,,3,1,1,1,1,0,1,0,0.272727273,0,1,1,1,1,1,60,202,140,-4.39699,15.45302
417,DRC,10,,2,1,1,1,1,1,1,0,0.363636364,0,1,1,1,1,1,156,1506,264,-4.33508,15.29012
418,DRC,10,,4,3,1,2,2,1,1,0,0.727272727,1,1,0,1,0,1,8,24,9,-4.38549,15.33688
419,DRC,10,,2,1,1,1,1,0,0,1,0.272727273,0,1,1,1,1,1,57,270,74,-4.4111,15.30436
420,DRC,10,,1,1,1,1,1,0,1,0,0.363636364,0,1,1,1,0,1,472,1828,9998,-4.41454,15.30454
421,DRC,10,,5,3,1,2,2,0,0,0,0.181818182,0,0,1,0,1,1,2,9,4,-4.32794,15.33589
422,DRC,10,,2,3,1,1,2,1,1,0,0.545454545,0,1,0,0,0,1,70,77,53,-4.35065,15.32553
423,DRC,10,,2,4,1,1,2,1,1,1,0.727272727,0,1,1,1,1,1,278,335,284,-4.35207,15.32912
424,DRC,10,,2,1,1,1,1,1,1,0,0.454545455,0,0,1,1,1,1,4,165,15,-4.32764,15.29723
425,DRC,10,,4,4,1,2,2,0,1,0,0.454545455,0,0,1,1,0,1,26,35,27,-4.32126,15.30497
426,DRC,10,,5,3,1,2,2,0,0,0,0.272727273,0,1,0,1,0,1,4,3,5,,
427,DRC,10,,5,3,2,2,2,1,0,0,,0,0,0,1,0,1,5,7,9,-4.36682,15.30848
428,DRC,10,,2,1,2,1,1,0,1,0,0.272727273,0,0,1,1,0,1,41,179,114,-4.562,15.55643
429,DRC,10,,5,1,2,2,1,0,1,1,0.545454545,1,0,0,1,0,1,4,6,17,-4.43084,16.2296
430,DRC,10,,2,1,2,1,1,0,1,0,0.454545455,0,0,1,1,1,1,44,93,133,-4.45057,16.19715
431,DRC,10,,5,4,1,2,2,0,1,0,0.363636364,0,0,0,1,1,1,16,18,78,-4.37356,15.37295
432,DRC,10,,4,1,1,2,1,1,0,1,0.363636364,0,0,1,1,0,1,20,535,36,-4.39664,15.3932
433,DRC,10,,5,3,1,2,2,0,0,0,0.272727273,0,0,0,1,0,1,13,22,189,-4.389,15.37408
434,DRC,10,,5,1,1,2,1,1,1,0,0.363636364,0,0,1,0,0,0,2,22,,-4.39185,15.40974
435,DRC,10,,5,3,1,2,2,1,1,0,0.545454545,0,0,1,1,0,1,8,15,11,-4.39682,15.40634
436,DRC,10,,3,2,1,1,2,0,0,0,,0,1,1,0,0,1,14,26,26,-4.38859,15.34214
437,DRC,10,,5,4,1,2,2,1,1,0,,0,0,0,1,1,1,4,10,1,-4.38424,15.3553
438,DRC,10,,3,2,1,1,2,0,1,1,0.818181818,1,1,1,1,1,1,110,432,330,-4.42481,15.20556
439,DRC,10,,5,4,2,2,2,0,0,0,,0,0,0,1,1,1,4,7,8,-4.54953,15.33219
440,DRC,10,,5,2,2,2,2,1,1,0,,0,0,1,1,1,1,12,22,49,-4.4463,15.34867
441,DRC,10,,2,2,1,1,2,1,1,0,0.454545455,0,1,1,1,1,1,159,108,139,-4.46294,15.22334
442,DRC,10,,5,3,1,2,2,0,0,0,0.363636364,0,0,0,1,0,1,6,13,36,-4.39411,15.37423
443,DRC,10,,2,1,1,1,1,0,1,0,0.363636364,0,1,1,1,1,1,120,465,162,-4.40314,15.37435
444,DRC,10,,3,2,1,1,2,0,1,0,0.454545455,0,1,1,1,1,1,66,84,95,-4.38326,15.31681
445,DRC,10,,5,2,1,2,2,1,0,0,0.090909091,0,1,1,1,1,1,4,13,3,-4.37685,15.32093
446,DRC,10,,3,3,1,1,2,0,0,0,0.363636364,0,0,1,1,1,1,31,35,14,-4.3612,15.29975
447,DRC,10,,5,3,1,2,2,0,0,0,0.363636364,0,0,1,0,0,1,11,15,27,-4.35263,15.29554
448,DRC,10,,3,3,2,1,2,1,1,0,0.818181818,1,1,1,1,1,1,47,49,83,-4.37485,15.47916
449,DRC,10,,2,1,2,1,1,0,1,0,0.454545455,0,1,1,1,0,1,99,458,9998,-4.34687,15.50669
450,DRC,10,,2,1,1,1,1,,0,0,,0,1,1,1,1,1,38,233,126,-4.38502,15.33928
451,DRC,10,,2,1,1,1,1,1,0,0,0.363636364,0,1,1,0,0,1,82,370,113,-4.315,15.30151
452,DRC,10,,5,1,1,2,1,1,1,0,,0,0,1,0,1,1,6,105,7,-4.39966,15.3742
453,DRC,10,,5,3,1,2,2,1,1,0,,0,1,0,0,0,1,3,6,1,,
454,DRC,10,,4,4,1,2,2,1,1,0,0.545454545,0,1,1,1,0,0,4,11,,-4.38696,15.2822
455,DRC,20,,4,1,2,2,1,0,1,0,0.272727273,0,1,1,1,1,1,12,17,195,-5.22128,14.92372
456,DRC,20,,5,1,2,2,1,0,0,0,0.272727273,0,1,0,1,0,1,4,4,20,,
457,DRC,20,,2,1,2,1,1,1,1,1,0.818181818,1,1,1,1,1,1,40,18,30,-5.26745,15.1224
458,DRC,20,,3,3,2,1,2,0,1,0,0.363636364,0,1,1,1,0,1,32,23,109,-5.44367,14.88827
459,DRC,20,,4,1,2,2,1,0,0,1,0.181818182,0,1,1,1,1,1,16,23,57,-5.81272,12.74874
460,DRC,20,,5,3,2,2,2,1,1,0,0.454545455,0,1,0,1,1,1,90,11,61,-5.79955,13.4898
461,DRC,20,,5,4,2,2,2,1,1,0,0.636363636,0,1,0,1,0,1,16,18,67,-5.6935,13.6825
462,DRC,20,,5,1,2,2,1,0,0,0,0.090909091,0,1,1,1,0,1,12,9,11,-5.85769,12.6988
463,DRC,20,,2,1,1,1,1,1,1,0,0.545454545,0,1,1,1,1,1,297,174,313,-5.84745,13.4935
464,DRC,20,,3,1,1,1,1,1,1,1,0.636363636,0,1,1,1,1,1,51,48,31,-5.84717,13.472
465,DRC,20,,5,3,1,2,2,1,1,0,0.454545455,0,1,1,0,0,1,5,12,18,-5.8405,13.4389
466,DRC,20,,3,3,1,1,2,1,1,0,0.545454545,0,1,0,1,1,1,14,21,54,,
467,DRC,20,,2,1,2,1,1,0,1,0,0.636363636,1,1,1,1,1,1,73,46,220,-4.97915,14.71219
468,DRC,20,,5,1,2,2,1,0,1,0,0.454545455,1,1,0,1,1,0,7,4,,,
469,DRC,20,,4,1,2,2,1,1,1,0,0.545454545,0,1,1,1,1,1,34,24,132,-5.512,13.58285
470,DRC,20,,2,4,2,1,2,1,1,1,,0,1,1,1,1,1,70,66,119,-5.24445,12.94785
471,DRC,20,,4,1,2,2,1,0,0,0,,0,1,1,1,1,1,39,28,51,-5.28401,12.88486
472,DRC,20,,3,4,2,1,2,0,1,1,,0,1,1,1,1,1,54,61,117,-5.2094,12.68054
473,DRC,20,,5,1,2,2,1,0,0,1,,0,1,1,1,1,1,4,11,10,-5.26378,12.95848
474,DRC,20,,2,4,2,1,2,1,1,0,0.636363636,0,1,1,1,1,1,44,29,64,,
475,DRC,20,,2,4,2,1,2,0,1,0,0.636363636,1,1,1,1,1,1,100,37,131,-5.86125,15.22
476,DRC,20,,4,1,2,2,1,1,1,0,0.272727273,0,1,1,1,1,1,24,15,70,-5.76822,14.78273
477,DRC,20,,5,1,2,2,1,0,0,1,0.272727273,0,0,0,1,0,1,10,4,43,-5.43101,14.31814
478,DRC,20,,2,4,2,1,2,1,1,0,0.636363636,0,1,1,1,1,1,319,210,385,-5.55507,14.46194
479,DRC,20,,2,1,2,1,1,,1,1,,0,1,1,1,1,1,52,52,156,,
480,DRC,20,,5,1,2,2,1,1,1,0,0.363636364,0,0,0,1,0,1,7,4,9,-5.36955,16.1619
481,DRC,20,,2,4,2,1,2,1,0,0,,0,1,1,1,1,1,105,54,52,-5.01257,13.03678
482,DRC,20,,4,4,2,2,2,0,1,1,,0,1,1,1,1,1,27,15,29,-4.77284,13.7087
483,DRC,20,,5,2,2,2,2,0,1,0,0.363636364,0,1,0,1,0,0,9,10,,-4.98425,15.14496
484,DRC,20,,4,1,2,2,1,0,1,0,0.272727273,0,1,0,1,1,1,8,16,53,-5.19807,15.21405
485,DRC,20,,5,1,2,2,1,1,1,0,0.363636364,0,1,0,1,0,1,3,10,15,-5.13158,15.9677
486,DRC,20,,2,4,1,1,2,1,1,0,0.727272727,1,1,1,1,1,1,276,206,594,-5.13555,15.834
487,DRC,20,,2,1,2,1,1,1,0,0,0.454545455,0,1,1,1,1,1,126,109,129,-5.89934,12.42694
488,DRC,20,,2,4,2,1,2,0,0,0,,0,1,1,1,1,1,86,35,47,,
489,DRC,20,,2,1,2,1,1,1,1,0,0.636363636,0,1,1,1,1,1,67,48,35,,
490,DRC,20,,4,1,2,2,1,1,0,0,,0,1,0,0,1,1,6,6,25,-4.95552,12.6559
491,DRC,20,,5,1,2,2,1,1,1,0,0.636363636,1,1,1,1,1,1,75,22,108,-5.5129,14.51805
492,DRC,20,,5,1,2,2,1,0,1,0,0.363636364,0,1,0,1,0,0,7,3,,-5.30372,14.57669
493,DRC,20,,4,1,2,2,1,1,1,1,0.545454545,0,1,1,1,1,1,35,41,52,,
494,DRC,20,,3,3,2,1,2,1,1,0,0.636363636,1,0,0,1,1,1,16,7,35,-5.49955,14.68444
495,DRC,20,,3,2,2,1,2,1,1,0,,1,1,0,1,1,1,42,17,21,-5.41537,12.95851
496,DRC,20,,2,1,2,1,1,0,1,0,,0,1,1,1,0,1,93,85,208,-5.38629,12.93653
497,DRC,20,,3,3,2,1,2,1,1,1,,0,1,0,1,1,1,44,21,35,-5.39399,12.94133
498,DRC,20,,3,4,2,1,2,1,1,0,,1,1,1,1,0,1,15,12,99,-5.33486,12.68446
499,DRC,20,,5,4,2,2,2,1,1,0,0.545454545,1,1,0,1,0,1,38,7,41,-4.85009,13.85406
500,DRC,20,,5,1,2,2,1,0,0,1,0.272727273,0,0,0,1,0,0,,4,,,
501,DRC,20,,4,4,2,2,2,1,1,0,0.545454545,1,1,1,1,0,1,30,22,56,0,0
502,DRC,20,,2,1,2,1,1,1,1,1,0.636363636,1,1,1,1,0,1,105,57,44,-4.95462,14.12498
503,DRC,20,,5,3,2,2,2,1,1,1,0.454545455,0,0,0,1,0,1,3,3,16,,
504,DRC,20,,2,4,2,1,2,1,1,0,0.636363636,1,1,1,1,1,1,55,26,50,-4.60001,14.26667
505,DRC,20,,2,2,2,1,2,1,1,0,0.363636364,0,1,1,1,0,1,47,110,150,-4.58926,15.16656
506,DRC,20,,4,4,2,2,2,0,1,0,0.363636364,0,1,1,1,0,1,37,10,55,-4.668,15.42622
507,DRC,20,,1,1,1,1,1,0,1,1,0.454545455,0,1,1,1,1,1,243,312,285,-5.83879,13.44711
508,DRC,20,,2,1,1,1,1,1,0,0,0.272727273,0,1,1,1,1,1,44,111,12,-5.83643,13.44696
509,DRC,20,,5,1,1,2,1,0,0,0,0.181818182,0,1,1,1,1,1,12,11,9,-5.82609,13.46517
510,DRC,20,,3,2,1,1,2,1,0,0,0.181818182,0,1,0,0,1,1,10,9,35,-5.82919,13.48332
511,DRC,20,,4,4,1,2,2,0,1,0,0.363636364,0,1,1,1,1,1,48,51,150,-5.26471,14.85153
512,DRC,20,,2,1,1,1,1,0,1,0,0.363636364,0,1,1,1,1,1,106,139,194,-5.2534,14.85246
513,DRC,20,,3,3,2,1,2,0,0,0,0.454545455,0,1,1,0,0,1,20,23,34,-5.9214,12.34497
514,DRC,20,,3,3,2,1,2,0,1,0,0.454545455,0,0,1,1,0,1,38,40,105,-5.94097,12.35781
515,DRC,20,,2,1,2,1,1,1,0,0,0.454545455,0,1,1,1,1,1,116,127,149,-5.93265,12.34422
516,DRC,20,,5,4,2,2,2,1,1,0,,0,1,0,1,0,1,6,4,55,,
517,DRC,20,,5,1,2,2,1,1,1,1,,0,0,1,1,0,0,4,2,,-5.7466,12.28525
518,DRC,20,,2,4,2,1,2,0,1,0,0.545454545,0,1,1,1,1,1,56,31,341,-5.61968,15.2829
519,DRC,20,,2,4,2,1,2,0,1,0,0.363636364,0,1,1,1,1,1,34,36,111,-5.2675,15.33545
520,DRC,20,,4,4,2,2,2,1,0,0,0.363636364,0,1,1,1,1,1,10,5,21,-5.20922,15.55975
521,DRC,20,,5,1,2,2,1,1,1,1,0.363636364,0,1,0,1,0,1,12,9,116,,
522,DRC,20,,2,4,2,1,2,0,1,1,0.727272727,1,1,1,1,1,1,74,33,18,,
523,DRC,20,,2,1,1,1,1,1,1,0,0.545454545,0,1,1,1,1,1,55,143,196,-5.82499,13.46582
524,DRC,20,,5,3,1,2,2,1,1,0,0.545454545,1,1,0,1,0,1,6,7,15,-5.81677,13.46687
525,DRC,20,,4,2,1,2,2,1,0,0,0.363636364,0,1,1,1,1,1,23,23,19,-5.82019,13.46651
526,DRC,20,,5,1,2,2,1,0,0,0,0.272727273,0,1,0,1,0,1,8,4,16,-5.42004,13.28338
527,DRC,20,,4,1,2,2,1,1,0,0,0.272727273,0,1,1,1,0,1,26,8,12,-5.15388,13.21698
528,DRC,20,,2,1,2,1,1,0,0,0,0.181818182,0,1,1,1,1,1,79,55,178,-5.3367,13.27983
529,DRC,20,,2,4,2,1,2,1,1,0,0.454545455,0,1,1,1,1,1,75,48,60,-4.90006,15.15839
530,DRC,20,,4,1,2,2,1,1,1,0,,0,1,1,1,0,1,20,31,155,-4.9926,12.93901
531,DRC,20,,2,2,2,1,2,1,1,0,,1,1,1,1,1,1,93,34,192,-4.98813,12.9304
532,DRC,20,,3,2,2,1,2,1,0,0,0.272727273,0,1,1,0,0,1,29,15,31,,
533,DRC,20,,4,1,2,2,1,0,1,0,,0,1,1,1,1,1,20,14,17,-5.16599,13.6787
534,DRC,20,,2,4,2,1,2,0,1,0,,0,1,1,1,1,1,42,29,132,-5.27512,13.17719
535,DRC,83,,5,1,2,2,1,0,1,0,0.363636364,0,1,1,1,1,1,2,7,72,-5.93326,23.99988
536,DRC,83,,2,1,1,1,1,1,1,0,0.818181818,1,1,1,1,1,1,185,153,549,-6.15066,24.465
537,DRC,83,,5,1,2,2,1,1,1,0,0.454545455,0,1,1,1,1,0,1,6,,,
538,DRC,83,,2,1,2,1,1,0,0,0,0.090909091,0,1,1,1,0,1,28,16,123,-6.49829,23.99577
539,DRC,83,,5,1,2,2,1,0,1,0,0.272727273,0,1,1,1,1,0,2,9,,-6.58062,24.10481
540,DRC,83,,4,1,2,2,1,0,1,0,0.272727273,0,1,0,1,0,1,8,6,35,-7.34562,23.61926
541,DRC,83,,4,4,2,2,2,0,1,0,0.272727273,0,1,0,1,1,1,7,20,1,,
542,DRC,83,,2,4,2,1,2,0,1,0,0.272727273,0,1,1,1,1,1,34,33,69,,
543,DRC,83,,5,1,2,2,1,0,0,0,0.090909091,0,1,0,1,0,1,2,5,4,,
544,DRC,83,,5,1,2,2,1,0,0,0,0.090909091,0,1,0,1,0,0,,6,,-5.6116,25.33872
545,DRC,83,,2,1,2,1,1,1,1,0,0.363636364,0,1,0,1,1,1,30,30,61,,
546,DRC,83,,5,1,2,2,1,1,1,0,0.363636364,0,1,0,1,1,0,7,4,,,
547,DRC,83,,3,1,2,1,1,0,1,0,,0,1,0,1,1,1,4,15,9,-6.79107,23.23571
548,DRC,83,,5,1,2,2,1,1,1,0,0.363636364,0,1,0,1,1,0,1,11,,-6.67927,23.21288
549,DRC,83,,3,1,2,1,1,1,1,0,0.545454545,0,1,0,1,1,1,3,14,16,-6.89759,23.4983
550,DRC,83,,3,1,2,1,1,0,0,0,0.090909091,0,1,1,1,1,1,13,14,30,,
551,DRC,83,,2,1,2,1,1,1,1,0,0.636363636,1,1,0,1,0,1,31,18,50,-6.15052,24.46571
552,DRC,83,,4,1,2,2,1,0,1,0,0.363636364,1,1,1,1,1,0,1,8,,-5.38811,25.74907
553,DRC,83,,2,1,2,1,1,0,1,0,0.363636364,0,1,1,1,1,1,62,54,77,-5.38513,25.74486
554,DRC,83,,5,1,2,2,1,0,0,0,,0,1,1,1,1,0,2,7,,,
555,DRC,83,,4,1,2,2,1,0,0,0,0.181818182,0,1,0,1,0,1,3,6,34,-5.96068,24.7729
556,DRC,83,,5,2,2,2,2,0,1,0,0.454545455,0,1,0,1,1,0,2,5,,,
557,DRC,83,,5,1,2,2,1,0,1,0,0.272727273,0,1,0,1,1,0,2,7,,-5.38739,24.53288
558,DRC,83,,2,1,2,1,1,0,1,0,0.545454545,1,1,0,1,1,1,45,20,26,,
559,DRC,83,,3,3,2,1,2,0,1,0,,0,1,0,1,0,1,12,10,25,,
560,DRC,83,,2,1,2,1,1,1,1,0,,0,1,1,1,1,1,44,39,45,-7.16362,23.71388
561,DRC,83,,3,3,2,1,2,0,1,0,,0,1,0,0,1,1,30,13,39,-7.61534,23.68975
562,DRC,83,,3,4,2,1,2,1,1,1,0.727272727,1,1,0,0,1,1,35,18,56,,
563,DRC,83,,5,1,2,2,1,1,1,0,0.272727273,0,1,1,1,1,0,2,5,,-7.25964,23.80582
564,DRC,83,,3,3,1,1,2,1,1,0,0.454545455,0,1,1,1,0,1,42,23,21,-7.1389,23.44792
565,DRC,83,,2,1,1,1,1,1,1,0,,0,1,1,1,1,1,131,146,453,-7.1059,23.44369
566,DRC,83,,2,4,2,1,2,0,1,1,0.818181818,0,1,1,1,1,1,45,27,74,-6.72462,23.93507
567,DRC,83,,5,1,2,2,1,0,0,0,0.363636364,0,1,1,1,1,0,5,4,,-6.45758,23.86414
568,DRC,83,,3,3,1,1,2,1,1,0,0.727272727,1,0,0,0,0,1,10,8,52,,
569,DRC,83,,2,1,1,1,1,0,1,1,0.454545455,0,1,1,1,1,1,91,52,199,-7.1704,23.45564
570,DRC,83,,5,3,1,2,2,1,1,1,0.454545455,0,1,1,1,1,1,8,13,10,-7.557,23.45401
571,DRC,83,,5,1,2,2,1,0,1,0,0.363636364,0,1,1,1,1,0,,6,,,
572,DRC,83,,2,1,2,1,1,0,1,0,0.272727273,0,1,1,1,0,1,120,85,154,-6.74617,23.9535
573,DRC,83,,2,1,2,1,1,0,1,0,0.181818182,0,1,0,1,1,1,55,56,43,-5.14397,25.10225
574,DRC,83,,5,1,2,2,1,0,0,0,0.090909091,0,1,0,1,1,0,2,5,,,
575,DRC,83,,2,4,2,1,2,0,0,0,0.272727273,0,1,1,1,1,1,125,25,55,,
576,DRC,83,,5,1,2,2,1,1,1,0,0.363636364,0,1,0,1,1,0,1,6,,,
577,DRC,72,,5,1,2,2,1,1,1,0,0.454545455,0,1,1,1,1,0,5,6,,-10.47628,26.93258
578,DRC,72,,2,1,1,1,1,1,1,0,0.545454545,0,1,1,1,0,1,137,158,107,-10.72248,25.5102
579,DRC,72,,5,3,1,2,2,0,0,0,0.363636364,0,1,0,1,0,0,4,9,,,
580,DRC,72,,5,3,1,2,2,1,1,0,,0,0,0,1,0,1,7,5,18,,
581,DRC,72,,5,3,1,2,2,0,0,0,0.272727273,0,1,0,1,0,1,16,10,37,-10.69123,25.51375
582,DRC,72,,2,4,2,1,2,1,1,1,0.636363636,0,1,1,1,0,1,72,25,203,,
583,DRC,72,,5,3,2,2,2,1,1,0,,0,1,0,1,0,1,10,6,40,-10.75931,25.3916
584,DRC,72,,5,2,1,2,2,0,1,0,,0,1,0,0,0,0,,1,,-10.74859,25.38167
585,DRC,72,,2,2,1,1,2,1,1,0,0.636363636,0,1,1,1,1,1,242,94,677,-10.7172,25.45978
586,DRC,72,,2,2,1,1,2,1,1,1,0.909090909,1,1,0,1,1,1,80,93,326,-10.72578,25.3987
587,DRC,72,,2,4,1,1,2,0,0,0,0.272727273,0,1,0,1,0,1,50,13,90,-10.66594,25.38722
588,DRC,72,,2,1,2,1,1,0,1,1,,0,1,1,1,1,1,138,103,374,-10.69293,22.34331
589,DRC,72,,5,1,2,2,1,0,0,0,0.090909091,0,1,0,1,0,0,1,6,,-10.55774,22.42124
590,DRC,72,,5,3,2,2,2,1,1,1,,0,1,0,1,1,1,21,24,64,-10.61414,26.31587
591,DRC,72,,2,1,2,1,1,1,1,0,,0,1,1,1,1,1,32,64,51,-10.61725,26.30728
592,DRC,72,,5,3,2,2,2,0,1,0,0.272727273,0,1,0,1,1,1,8,13,79,-10.62048,26.34307
593,DRC,72,,4,4,2,2,2,1,0,1,0.363636364,0,1,1,1,0,1,15,13,63,-10.59687,26.12056
594,DRC,72,,5,1,2,2,1,1,1,1,,0,1,0,1,0,0,1,7,,,
595,DRC,72,,2,4,2,1,2,0,1,0,0.272727273,0,1,0,1,1,1,69,33,267,-9.68478,23.67149
596,DRC,72,,5,1,2,2,1,0,0,0,,0,1,0,1,0,0,1,7,,,
597,DRC,72,,2,4,2,1,2,0,1,0,,0,1,1,1,1,1,55,18,111,,
598,DRC,72,,5,1,2,2,1,0,1,0,0.181818182,0,1,0,1,1,0,1,8,,,
599,DRC,72,,2,2,2,1,2,0,1,0,0.818181818,1,1,1,1,0,1,51,35,86,-10.51599,25.2121
600,DRC,72,,2,3,2,1,2,1,1,0,,0,1,1,0,1,1,34,13,173,-10.31926,25.41674
601,DRC,72,,5,3,1,2,2,0,1,0,,1,1,0,1,0,1,12,7,22,-10.67047,25.40389
602,DRC,72,,5,4,2,2,2,0,1,0,,0,1,0,1,0,0,3,7,,,
603,DRC,72,,4,1,2,2,1,0,0,1,0.545454545,0,0,0,1,1,1,29,23,142,,
604,DRC,72,,5,1,2,2,1,1,0,0,,0,1,0,1,0,0,2,4,,,
605,DRC,72,,2,4,2,1,2,0,1,0,0.363636364,0,1,1,1,0,1,122,63,153,-8.37253,22.63618
606,DRC,72,,5,4,2,2,2,0,1,0,0.272727273,0,1,0,1,0,0,3,7,,-10.67719,23.17996
607,DRC,72,,4,4,2,2,2,0,1,0,0.454545455,0,1,1,1,0,1,60,17,25,,
608,DRC,72,,5,1,2,2,1,0,0,0,,0,1,0,1,0,0,2,6,,,
609,DRC,72,,2,4,2,1,2,0,1,1,,0,1,1,1,1,1,120,54,105,-10.37696,23.42838
610,DRC,72,,2,1,2,1,1,1,1,0,,0,1,1,1,1,1,21,29,94,-10.7803,25.71701
611,DRC,72,,5,1,2,2,1,0,1,0,,1,1,1,1,0,0,8,8,,-10.25626,26.48687
612,DRC,72,,5,3,2,2,2,0,1,1,,0,1,0,1,1,1,4,8,16,,
613,DRC,72,,2,2,2,1,2,1,1,1,,1,1,1,1,1,1,54,24,136,-9.95194,25.95436
614,DRC,72,,5,1,2,2,1,0,1,1,,0,1,1,1,1,1,11,12,210,-10.6432,24.46249
615,DRC,72,,2,2,2,1,2,0,1,0,0.545454545,1,1,1,1,0,1,60,21,92,-10.64588,24.45954
616,DRC,72,,2,1,2,1,1,0,1,1,0.545454545,0,1,1,1,1,1,109,66,314,-9.69753,22.87629
617,DRC,72,,5,1,2,2,1,0,0,0,0.181818182,0,1,0,1,0,0,3,7,,,
618,DRC,43,,5,1,2,2,1,0,1,0,0.363636364,0,0,0,1,1,1,3,3,134,3.13614,22.33889
619,DRC,43,,5,1,2,2,1,0,1,0,0.363636364,0,1,0,1,1,1,2,3,4,3.40454,22.17276
620,DRC,43,,5,1,2,2,1,0,0,0,0.272727273,0,0,0,1,1,0,1,3,,3.51161,22.17046
621,DRC,43,,2,1,2,1,1,0,1,0,0.363636364,0,1,1,1,1,1,37,59,86,3.68876,22.14425
622,DRC,43,,2,1,2,1,1,1,1,1,0.818181818,1,1,0,1,0,1,95,134,297,0,0
623,DRC,43,,5,1,2,2,1,1,1,0,0.363636364,0,1,0,1,1,0,2,6,,4.96499,19.58078
624,DRC,43,,4,1,2,2,1,0,1,0,0.363636364,0,1,0,1,1,0,4,7,,0,0
625,DRC,43,,5,1,2,2,1,0,1,1,0.454545455,0,1,0,0,1,0,,6,,4.83128,19.26894
626,DRC,43,,4,1,2,2,1,,0,0,,0,1,0,1,1,1,28,16,49,4.12116,19.41414
627,DRC,43,,5,1,2,2,1,0,0,0,0.272727273,0,1,0,1,0,0,2,10,,4.19419,19.44161
628,DRC,43,,2,1,2,1,1,0,1,0,0.272727273,0,1,0,1,0,1,61,56,70,4.18718,19.8825
629,DRC,43,,5,1,2,2,1,1,0,0,0.272727273,0,1,0,1,0,0,3,5,,4.16295,19.82774
630,DRC,43,,4,1,2,2,1,1,0,0,0.363636364,0,1,0,1,1,0,2,7,,4.30631,20.26422
631,DRC,43,,5,1,2,2,1,0,1,0,0.272727273,0,1,0,1,0,1,4,3,14,3.42429,21.12627
632,DRC,43,,2,1,2,1,1,1,1,0,0.454545455,0,1,0,1,0,1,58,61,172,3.338,20.87972
633,DRC,43,,5,1,2,2,1,0,1,1,0.454545455,0,1,0,1,1,0,1,4,,0,0
634,DRC,43,,4,1,2,2,1,0,0,0,0.363636364,0,0,0,0,0,1,1,5,24,0,0
635,DRC,43,,5,1,2,2,1,0,0,0,0.272727273,0,1,1,1,0,0,6,10,,,
636,DRC,43,,4,1,1,2,1,1,0,0,0.181818182,0,1,0,1,0,1,4,12,23,4.22429,20.89913
637,DRC,43,,2,1,1,1,1,0,1,0,0.454545455,0,1,1,1,1,1,134,127,627,4.2818,21.00514
638,DRC,43,,4,4,2,2,2,0,1,0,0.363636364,0,1,1,1,1,1,9,10,12,3.11919,20.37291
639,DRC,43,,5,1,2,2,1,0,1,0,0.272727273,0,1,0,1,1,0,2,6,,3.49356,20.41783
640,DRC,43,,5,1,2,2,1,0,1,1,0.545454545,0,0,0,1,1,0,5,7,,3.30595,20.43151
641,DRC,43,,5,1,2,2,1,0,0,0,0.181818182,0,1,0,1,0,0,1,4,,3.50266,20.28306
642,DRC,43,,2,4,2,1,2,0,1,0,0.363636364,0,1,1,1,1,1,88,151,288,3.35905,20.30527
643,DRC,43,,4,1,2,2,1,0,0,1,0.545454545,0,1,0,1,1,1,3,7,315,0,0
644,DRC,43,,5,1,2,2,1,0,1,0,0.272727273,0,0,0,1,0,0,1,6,,3.99356,20.579
645,DRC,43,,5,1,2,2,1,0,0,0,0.181818182,0,1,0,1,0,0,5,6,,3.59201,20.58228
646,DRC,43,,2,4,2,1,2,1,0,0,0.363636364,0,1,0,1,0,1,35,80,181,3.61628,20.79844
647,DRC,43,,5,1,2,2,1,1,1,0,0.454545455,0,1,0,1,1,1,6,6,2,4.47645,20.50105
648,DRC,43,,2,1,2,1,1,0,1,1,0.545454545,0,1,1,1,1,1,52,58,270,4.29393,21.19008
649,DRC,43,,4,1,2,2,1,0,0,0,0.363636364,0,1,1,1,0,1,3,6,1040,4.29758,20.63996
650,DRC,43,,5,1,2,2,1,0,1,0,0.363636364,0,1,1,1,0,1,4,7,284,4.17942,21.77993
651,DRC,43,,5,1,2,2,1,0,1,0,0.363636364,0,0,0,1,1,0,,2,,3.74847,22.64167
652,DRC,43,,5,1,2,2,1,1,1,0,0.636363636,0,1,0,1,1,0,1,4,,3.64286,22.95526
653,DRC,43,,2,1,2,1,1,0,1,0,,0,1,0,1,1,1,85,37,91,3.68246,22.80044
654,DRC,43,,5,4,2,2,2,1,0,0,,0,0,0,0,1,1,3,4,6,3.9449,22.45545
655,DRC,43,,5,1,2,2,1,0,0,0,0.272727273,0,1,0,1,1,1,6,4,8,3.91619,22.44648
656,DRC,43,,2,4,2,1,2,1,1,1,,0,1,1,1,1,1,66,59,147,3.94362,22.50325
657,DRC,43,,5,1,2,2,1,1,1,0,0.454545455,0,0,0,1,0,0,,4,,0,0
658,DRC,43,,2,1,2,1,1,0,1,0,0.363636364,0,1,1,1,1,1,84,60,181,0,0
659,DRC,82,,2,4,2,1,2,1,1,0,0.454545455,0,1,0,1,1,1,22,36,86,0,0
