FACIL,Country,REGION,Zone,FACTYPE,MGA,FTYPE,Factype2,ownership,water_source,soapwater,st_precautions,preparedness,prep2,TBservice,HIVcare,meetings,quality,inpatient,numberbeds,total_full,outpatients,LATNUM,LONGNUM
40001,SEN,1,2,1,1,1,1,1,1,0,0,0.181818182,0,1,1,0,1,1,0,168,438,14.69296,-17.46465
40002,SEN,1,2,1,3,1,1,2,0,1,0,0.636363636,1,1,0,1,0,1,12,15,12,14.69446,-17.46408
40003,SEN,1,2,1,3,1,1,2,1,1,0,0.727272727,1,1,0,1,0,1,19,36,48,14.72249,-17.45141
40004,SEN,1,2,1,3,1,1,2,,,,,,,,,,,,,,14.6926,-17.467
40005,SEN,1,2,1,3,1,1,2,1,1,0,,1,0,0,0,0,0,,3,,14.70279,-17.46198
40006,SEN,1,2,1,3,1,1,2,,,,,,,,,,,,,,0,0
40007,SEN,1,2,1,3,1,1,2,,,,,,,,,,,,,,0,0
40008,SEN,1,2,1,3,1,1,2,,,,,,,,,,,,,,14.766159,-17.4302731
40009,SEN,1,2,1,3,1,1,2,1,1,0,0.727272727,1,1,0,1,0,0,,3,,14.74941,-17.50574
40010,SEN,1,2,1,2,1,1,2,1,1,0,0.545454545,0,1,1,1,1,1,381,983,1050,14.66153,-17.43556
40011,SEN,1,2,1,1,1,1,1,1,1,0,0.727272727,1,0,0,0,1,1,45,376,38,14.68481,-17.45476
40012,SEN,1,2,1,3,1,1,2,1,1,0,0.636363636,1,1,0,1,0,1,32,26,27,14.66782,-17.43438
40013,SEN,1,2,1,3,1,1,2,1,1,0,0.818181818,1,1,0,1,0,1,52,41,37,14.65416,-17.4342
40014,SEN,1,2,1,1,1,1,1,,,,,,,,,,,,,,0,0
40015,SEN,1,2,1,3,1,1,2,1,1,0,0.727272727,1,0,0,1,0,0,,6,,14.66902,-17.43039
40016,SEN,1,2,1,3,1,1,2,0,1,1,0.636363636,1,1,0,1,1,1,14,9,19,14.72739,-17.50282
40017,SEN,1,2,1,1,1,1,1,1,1,0,0.727272727,1,1,0,0,1,1,72,96,0,14.77429,-17.38364
40018,SEN,1,2,1,1,1,1,1,1,1,0,0.636363636,0,1,1,1,1,1,124,165,635,14.75423,-17.3764
40019,SEN,1,2,1,3,1,1,2,,,,,,,,,,,,,,14.75136,-17.40081
40020,SEN,1,2,1,3,1,1,2,,,,,,,,,,,,,,14.75643,-17.39636
40021,SEN,1,2,1,3,1,1,2,1,1,0,0.636363636,1,1,0,1,0,1,24,20,24,14.72463,-17.28334
40022,SEN,1,2,1,1,1,1,1,1,1,1,0.909090909,1,1,1,1,0,1,48,120,46,14.72581,-17.25932
40023,SEN,2,3,1,1,1,1,1,1,1,1,0.909090909,1,1,1,0,1,1,135,258,627,14.64413,-16.23243
40024,SEN,2,3,2,3,2,2,2,1,1,0,0.545454545,0,0,0,0,1,1,6,17,96,14.8611,-15.88281
40025,SEN,3,3,1,3,1,1,2,0,1,0,0.454545455,1,1,0,1,0,1,40,12,34,14.34517,-16.4256
40026,SEN,4,3,1,1,1,1,1,1,0,0,0.363636364,0,1,1,0,1,1,53,47,2021,14.09924,-15.56671
40027,SEN,5,3,1,3,1,1,2,1,1,0,0.545454545,0,1,0,1,1,1,10,11,0,14.13634,-16.07748
40028,SEN,5,3,1,3,1,1,2,1,1,0,0.727272727,1,0,0,0,0,1,7,5,5,14.14223,-16.08341
40029,SEN,6,4,1,1,2,1,1,1,1,0,0.181818182,0,1,0,1,0,0,3,4,,12.55963,-12.47649
40030,SEN,7,4,1,3,1,1,2,1,1,0,,0,0,0,0,0,0,3,2,,12.88892,-14.94232
40031,SEN,8,1,1,1,1,1,1,0,1,1,0.636363636,0,1,1,1,0,1,39,36,181,15.40084,-15.11271
40032,SEN,9,1,1,1,1,1,1,1,1,1,0.909090909,1,1,1,1,1,1,97,113,9998,15.60402,-13.32935
40033,SEN,10,1,1,1,1,1,1,1,0,0,0.636363636,0,1,1,1,1,1,25,66,23,16.50951,-14.65414
40034,SEN,10,1,1,3,1,1,2,1,1,0,0.545454545,0,1,0,0,0,1,16,9,12,16.02298,-16.50395
40035,SEN,11,4,1,1,1,1,1,1,1,0,0.727272727,1,1,1,1,1,1,30,77,73,12.71331,-15.55308
40036,SEN,12,4,1,1,1,1,1,1,1,1,0.909090909,1,1,1,1,0,1,125,129,732,13.75382,-13.67211
40037,SEN,13,2,1,3,1,1,2,1,1,0,0.636363636,0,1,0,0,0,1,30,16,35,14.43364,-16.97177
40038,SEN,13,2,1,1,1,1,1,1,1,0,0.636363636,0,1,1,0,1,1,97,133,1672,14.4223,-16.98647
40039,SEN,13,2,1,1,1,1,1,1,1,0,0.454545455,0,0,0,1,0,1,48,15,44,14.8163,-16.90808
40040,SEN,13,2,1,3,1,1,2,1,1,0,0.636363636,1,0,0,1,1,1,36,18,0,14.79456,-16.92952
40041,SEN,13,2,1,1,1,1,1,1,1,1,0.818181818,1,1,1,1,0,1,28,107,31,14.94679,-16.80677
40042,SEN,14,4,1,1,1,1,1,1,1,0,0.727272727,1,1,0,1,0,1,155,171,32,12.55851,-16.28276
40043,SEN,1,2,2,1,1,2,1,1,1,0,0.636363636,0,1,0,1,0,1,10,27,28,14.70593,-17.45432
40044,SEN,1,2,2,3,1,2,2,,,,,,,,,,,,,,14.76017,-17.45215
40045,SEN,1,2,2,1,1,2,1,1,0,0,0.272727273,0,1,1,1,1,0,3,35,,14.72499,-17.4297
40046,SEN,1,2,2,3,1,2,2,1,1,1,0.727272727,1,1,0,1,0,1,12,8,12,14.70192,-17.46193
40047,SEN,1,2,2,3,1,2,2,,,,,,,,,,,,,,14.72738,-17.46044
40048,SEN,1,2,2,3,1,2,2,1,1,0,0.636363636,1,0,0,0,0,1,25,22,0,14.67978,-17.46189
40049,SEN,1,2,2,1,1,2,1,0,0,0,0.181818182,0,0,0,0,0,1,18,91,25,14.73872,-17.46564
40050,SEN,1,2,2,1,1,2,1,1,0,0,0.545454545,0,1,0,1,0,1,12,41,18,14.67834,-17.44172
40051,SEN,1,2,2,2,1,2,2,1,1,1,0.727272727,1,1,0,1,0,0,8,22,,14.67812,-17.43409
40052,SEN,1,2,2,2,1,2,2,1,1,0,0.636363636,1,1,0,0,0,1,10,33,535,14.69971,-17.43675
40053,SEN,1,2,2,2,1,2,2,1,1,1,0.727272727,1,1,0,1,0,1,26,63,34,14.68982,-17.44585
40054,SEN,1,2,2,1,1,2,1,1,1,0,0.636363636,1,1,0,1,1,1,12,46,764,14.74883,-17.51445
40055,SEN,1,2,2,1,1,2,1,1,1,1,0.727272727,0,1,1,1,0,1,21,42,13,14.72028,-17.49142
40056,SEN,1,2,2,1,1,2,1,0,1,1,0.636363636,0,1,1,1,1,1,23,21,41,14.71981,-17.18365
40057,SEN,1,2,2,1,1,2,1,1,1,0,0.636363636,1,1,0,1,0,0,4,19,,14.75809,-17.42481
40058,SEN,1,2,2,2,1,2,2,0,1,0,0.454545455,0,1,0,1,0,0,20,8,,14.75102,-17.34725
40059,SEN,1,2,2,1,1,2,1,1,1,1,0.818181818,1,1,1,1,0,1,24,64,48,14.75604,-17.39586
40060,SEN,2,3,1,1,1,1,1,1,1,1,0.636363636,0,1,1,1,1,1,50,114,43,14.6538,-16.23607
40061,SEN,2,3,2,1,2,2,1,1,1,0,0.545454545,0,1,1,1,1,1,27,80,77,14.85691,-15.87828
40062,SEN,3,3,2,1,1,2,1,1,1,1,0.818181818,1,1,1,1,1,1,9,27,13,14.1795,-16.66067
40063,SEN,3,3,2,1,1,2,1,1,1,1,0.818181818,1,1,1,1,0,1,20,26,9,14.12248,-16.46342
40064,SEN,3,3,2,1,1,2,1,1,1,1,0.818181818,0,1,1,1,1,1,16,27,26,14.49968,-16.07726
40065,SEN,4,3,2,1,1,2,1,1,1,0,0.454545455,0,1,0,0,0,0,2,1,,0,0
40066,SEN,4,3,2,2,2,2,2,,,,,,,,,,,,,,0,0
40067,SEN,4,3,2,1,2,2,1,1,0,0,0.272727273,0,1,1,1,0,1,6,26,0,14.0846,-15.28963
40068,SEN,5,3,2,1,1,2,1,1,1,0,0.636363636,0,1,1,1,0,1,22,52,39,14.14754,-16.0823
40069,SEN,5,3,2,1,1,2,1,1,1,0,0.727272727,1,0,0,0,0,1,15,13,37,14.14012,-16.089
40070,SEN,5,3,2,1,1,2,1,1,1,1,0.909090909,1,1,1,1,1,1,43,54,152,13.7424,-15.78043
40071,SEN,6,4,2,2,1,2,2,0,1,0,0.454545455,0,1,0,1,0,1,27,12,30,12.55486,-12.18901
40072,SEN,6,4,2,1,2,2,1,1,0,0,0.272727273,0,1,1,1,0,1,4,22,3,12.63586,-12.81983
40073,SEN,7,4,2,1,1,2,1,1,1,1,0.727272727,0,1,1,1,1,1,39,41,27,12.89854,-14.9361
40074,SEN,7,4,2,2,1,2,2,1,1,1,0.818181818,1,1,1,1,0,1,23,13,9998,12.89457,-14.94845
40075,SEN,7,4,2,1,1,2,1,1,1,0,,0,0,0,0,0,0,1,1,,13.14305,-14.10627
40076,SEN,7,4,2,2,2,2,2,,,,,,,,,,,,,,0,0
40077,SEN,8,1,2,1,2,2,1,1,1,1,0.727272727,1,1,1,1,0,1,5,11,10,15.50379,-15.99425
40078,SEN,8,1,2,1,1,2,1,1,1,1,0.727272727,1,1,1,1,1,1,37,29,72,15.04261,-16.05613
40079,SEN,8,1,2,1,1,2,1,1,1,1,0.727272727,1,1,1,1,0,1,15,43,23,15.3716,-16.44218
40080,SEN,8,1,2,1,1,2,1,1,1,1,0.727272727,1,1,1,1,0,1,6,8,2,15.92458,-15.96499
40081,SEN,8,1,2,2,1,2,2,1,1,1,0.636363636,1,1,0,1,0,0,4,5,,15.61915,-16.21092
40082,SEN,8,1,2,1,1,2,1,1,1,0,0.454545455,0,1,0,0,0,0,3,4,,15.6301,-16.23974
40083,SEN,8,1,2,1,2,2,1,1,1,1,0.727272727,1,1,1,0,0,0,3,12,,15.83397,-16.22403
40084,SEN,9,1,2,1,1,2,1,1,0,0,0.181818182,0,1,1,0,0,1,6,23,12,15.65372,-13.25388
40085,SEN,9,1,2,1,1,2,1,1,0,0,0.272727273,0,1,1,1,0,1,13,16,6,15.18227,-13.57542
40086,SEN,10,1,2,1,1,2,1,1,0,0,0.272727273,0,1,1,1,1,1,8,15,17,16.10465,-13.94887
40087,SEN,10,1,2,1,1,2,1,1,1,0,0.636363636,0,1,1,1,1,1,9,26,22,16.45355,-15.6852
40088,SEN,11,4,2,1,2,2,1,0,1,0,0.454545455,1,1,0,0,0,0,9,2,,13.05929,-15.63926
40089,SEN,11,4,2,1,1,2,1,1,1,1,0.545454545,0,1,1,1,1,1,18,29,24,12.71127,-15.56638
40090,SEN,12,4,2,1,1,2,1,1,1,1,0.818181818,0,1,1,1,1,1,24,274,0,14.91601,-12.45772
40091,SEN,12,4,2,2,1,2,2,0,1,0,0.454545455,0,1,0,0,0,0,6,1,,14.90705,-12.45848
40092,SEN,12,4,2,1,1,2,1,1,1,0,0.636363636,0,1,1,1,1,1,50,47,32,14.18684,-12.71899
40093,SEN,12,4,2,1,1,2,1,1,1,0,0.545454545,0,1,1,1,1,1,20,42,26,14.45684,-12.21511
40094,SEN,12,4,2,1,2,2,1,1,1,1,0.818181818,1,1,1,1,1,1,25,52,47,13.67056,-14.28476
40095,SEN,12,4,2,1,1,2,1,1,1,1,0.818181818,1,1,1,1,1,1,24,58,55,13.77864,-13.67334
40096,SEN,13,2,2,1,1,2,1,1,1,0,0.545454545,0,1,1,1,1,1,23,74,0,14.7606,-16.68428
40097,SEN,13,2,2,1,1,2,1,1,1,0,0.636363636,0,1,1,1,1,1,12,46,31,14.41041,-16.96937
40098,SEN,13,2,2,1,2,2,1,1,1,1,0.818181818,1,1,1,1,0,1,24,45,99,14.55666,-17.11307
40099,SEN,13,2,2,1,1,2,1,1,1,0,0.636363636,1,1,1,1,0,1,11,41,0,14.42204,-16.69821
40100,SEN,13,2,2,2,1,2,2,1,1,0,0.454545455,0,1,0,1,0,0,8,8,,14.79023,-16.92411
40101,SEN,13,2,2,2,1,2,2,1,1,0,0.545454545,0,1,0,1,0,0,7,22,,14.78227,-16.91547
40102,SEN,13,2,2,1,1,2,1,1,1,1,0.727272727,1,1,1,1,0,1,13,25,9,14.95377,-16.81912
40103,SEN,14,4,2,1,1,2,1,1,1,1,0.727272727,0,1,1,1,0,1,8,19,0,13.04162,-16.59916
40104,SEN,14,4,2,2,1,2,2,1,1,0,0.636363636,1,1,0,1,0,0,12,1,,12.5374,-16.66259
40105,SEN,14,4,2,1,1,2,1,0,1,1,0.636363636,1,1,1,1,0,1,30,93,43,12.58514,-16.27531
40106,SEN,14,4,2,2,1,2,2,1,1,1,0.818181818,1,1,0,1,0,0,28,28,,12.56189,-16.26461
40107,SEN,14,4,2,2,1,2,2,0,1,0,0.454545455,0,1,0,0,0,0,10,4,,12.56491,-16.27508
40108,SEN,1,2,3,2,1,2,2,1,1,0,0.363636364,0,1,0,0,0,0,,2,,14.72309,-17.44551
40109,SEN,1,2,3,1,1,2,1,1,1,0,0.636363636,0,1,0,1,0,0,0,10,,14.72689,-17.45554
40110,SEN,1,2,3,2,1,2,2,1,1,0,0.545454545,1,1,0,0,0,1,20,4,9998,14.73311,-17.4591
40111,SEN,1,2,3,3,1,2,2,,,,,,,,,,,,,,14.711844,-17.443229
40112,SEN,1,2,3,3,1,2,2,1,0,0,,0,0,0,0,0,0,,3,,14.71193,-17.47737
40113,SEN,1,2,3,1,1,2,1,1,1,0,0.636363636,0,1,0,1,0,0,1,8,,14.74266,-17.45299
40114,SEN,1,2,3,1,1,2,1,1,1,0,0.636363636,0,1,0,1,0,0,0,22,,14.75677,-17.43011
40115,SEN,1,2,3,3,1,2,2,,,,,,,,,,,,,,0,0
40116,SEN,1,2,3,2,1,2,2,1,1,0,0.545454545,0,1,0,0,0,0,3,12,,0,0
40117,SEN,1,2,3,2,1,2,2,1,1,0,0.545454545,0,1,0,0,0,1,33,6,27,14.65573,-17.43623
40118,SEN,1,2,3,2,1,2,2,1,1,1,0.727272727,1,1,0,0,0,1,13,13,9998,14.69585,-17.44367
40119,SEN,1,2,3,2,1,2,2,1,1,0,0.636363636,1,1,0,0,0,0,13,51,,14.69036,-17.46348
40120,SEN,1,2,3,3,1,2,2,,,,,,,,,,,,,,14.666793,-17.398234
40121,SEN,1,2,3,3,1,2,2,1,1,0,0.636363636,1,1,0,0,0,0,,3,,14.66535,-17.43563
40122,SEN,1,2,3,3,1,2,2,1,1,0,,0,0,0,0,0,0,,1,,14.68705,-17.45592
40123,SEN,1,2,3,3,1,2,2,,,,,,,,,,,,,,0,0
40124,SEN,1,2,3,1,1,2,1,1,0,0,0.454545455,0,1,0,1,0,0,4,25,,14.73081,-17.48439
40125,SEN,1,2,3,3,1,2,2,1,1,0,0.727272727,1,1,0,1,0,1,998,7,9998,14.75118,-17.47267
40126,SEN,1,2,3,1,2,2,1,1,1,1,0.818181818,1,1,0,1,0,0,3,6,,14.71481,-17.15481
40127,SEN,1,2,3,1,2,2,1,0,1,1,0.636363636,1,1,0,1,0,0,7,12,,14.62773,-17.16068
40128,SEN,1,2,3,2,1,2,2,1,1,0,0.545454545,0,0,0,0,0,0,,16,,14.77016,-17.3877
40129,SEN,1,2,3,1,1,2,1,1,1,0,0.636363636,1,1,0,1,0,0,,16,,14.77575,-17.37145
40130,SEN,1,2,3,1,1,2,1,1,1,1,0.727272727,1,1,0,1,0,0,,12,,14.76636,-17.41297
40131,SEN,1,2,3,1,1,2,1,1,1,1,0.727272727,1,1,0,1,0,0,,30,,14.78204,-17.38676
40132,SEN,1,2,3,1,1,2,1,1,1,1,0.727272727,1,1,0,1,0,0,3,17,,14.76612,-17.33947
40133,SEN,1,2,3,1,1,2,1,1,1,1,0.727272727,0,1,0,1,0,0,6,9,,14.76037,-17.34767
40134,SEN,1,2,3,1,1,2,1,1,1,1,0.727272727,0,1,0,1,0,0,,17,,14.735547,-17.333286
40135,SEN,1,2,3,2,1,2,2,1,1,1,0.727272727,0,1,0,0,0,0,4,3,,14.74204,-17.34198
40136,SEN,1,2,3,2,1,2,2,1,1,0,0.454545455,0,1,0,0,0,0,,2,,14.74044,-17.35062
40137,SEN,1,2,3,1,1,2,1,1,1,1,0.636363636,0,1,0,1,0,0,1,20,,14.74887,-17.40328
40138,SEN,1,2,3,1,1,2,1,1,1,1,0.636363636,0,1,0,1,0,0,8,61,,14.74925,-17.39172
40139,SEN,1,2,3,1,1,2,1,1,1,1,0.636363636,0,1,0,1,0,1,3,7,0,14.76147,-17.37282
40140,SEN,1,2,3,3,1,2,2,1,1,0,0.636363636,1,1,0,0,1,0,12,6,,14.74924,-17.40598
40141,SEN,1,2,3,1,1,2,1,0,1,1,0.727272727,1,1,0,1,0,0,4,8,,14.73005,-17.28409
40142,SEN,1,2,3,1,1,2,1,1,1,1,0.818181818,1,1,0,1,0,0,6,13,,14.77878,-17.22578
40143,SEN,1,2,3,1,1,2,1,1,1,0,0.636363636,1,1,0,1,0,0,8,11,,0,0
40144,SEN,2,3,3,2,2,2,2,1,1,0,0.636363636,1,0,0,0,1,0,3,9,,14.69856,-16.45776
40145,SEN,2,3,3,1,2,2,1,1,1,1,0.636363636,0,1,0,1,1,0,6,33,,14.93916,-16.49035
40146,SEN,2,3,3,2,2,2,2,1,1,1,0.818181818,1,1,0,1,1,0,2,14,,14.84248,-16.49325
40147,SEN,2,3,3,1,2,2,1,0,1,0,0.454545455,0,1,0,1,1,0,3,12,,14.80411,-16.53414
40148,SEN,2,3,3,1,2,2,1,1,1,1,0.727272727,0,1,0,1,1,0,1,35,,14.64714,-16.58849
40149,SEN,2,3,3,1,2,2,1,0,1,1,0.545454545,0,1,0,1,0,0,2,28,,14.75643,-16.57863
40150,SEN,2,3,3,1,2,2,1,1,1,0,0.454545455,0,1,0,1,1,0,2,22,,14.66199,-16.5772
40151,SEN,2,3,3,2,1,2,2,1,1,0,0.545454545,0,0,0,1,0,0,1,3,,14.6533,-16.265
40152,SEN,2,3,3,1,2,2,1,0,1,0,0.454545455,0,1,0,1,0,0,4,11,,14.79796,-16.30014
40153,SEN,2,3,3,1,2,2,1,1,1,1,0.727272727,1,1,0,1,1,0,2,18,,14.6478,-16.0772
40154,SEN,2,3,3,1,1,2,1,1,1,1,0.727272727,1,1,0,1,0,0,4,8,,14.63284,-16.23032
40155,SEN,2,3,3,2,1,2,2,0,1,0,0.545454545,0,1,0,1,0,0,5,21,,14.79571,-15.91446
40156,SEN,2,3,3,1,2,2,1,1,1,1,0.727272727,0,1,0,1,0,0,1,27,,14.80281,-15.91474
40157,SEN,2,3,3,1,2,2,1,0,0,0,0.272727273,0,1,0,1,0,0,2,13,,14.63242,-15.99827
40158,SEN,2,3,3,1,2,2,1,0,1,0,0.363636364,0,1,0,1,1,0,6,32,,14.57114,-15.94893
40159,SEN,2,3,3,1,2,2,1,0,1,1,0.636363636,0,1,0,1,1,0,7,40,,14.78757,-15.65273
40160,SEN,2,3,3,1,2,2,1,0,1,0,0.454545455,0,1,0,1,1,0,4,21,,14.84789,-15.92133
40161,SEN,2,3,3,1,2,2,1,1,1,1,0.818181818,1,1,0,1,1,0,4,43,,0,0
40162,SEN,2,3,3,1,2,2,1,1,1,1,0.636363636,0,1,0,1,1,0,15,25,,14.86552,-15.85505
40163,SEN,2,3,3,1,2,2,1,1,1,0,0.545454545,0,1,0,1,1,0,9,117,,14.81414,-15.88042
40164,SEN,3,3,3,1,2,2,1,1,1,1,0.727272727,1,1,0,1,0,0,2,3,,14.22958,-16.57548
40165,SEN,3,3,3,2,2,2,2,0,1,1,0.727272727,1,1,0,0,0,0,10,3,,14.01174,-16.76513
40166,SEN,3,3,3,1,2,2,1,0,1,1,0.636363636,1,1,0,1,0,0,3,3,,14.05265,-16.64147
40167,SEN,3,3,3,1,2,2,1,1,1,0,0.727272727,1,1,0,1,0,0,2,5,,14.14861,-16.63864
40168,SEN,3,3,3,1,2,2,1,1,1,1,0.818181818,1,1,0,1,0,0,4,7,,14.42668,-16.60864
40169,SEN,3,3,3,1,2,2,1,1,1,1,0.636363636,1,1,0,1,0,0,5,7,,14.46334,-16.29142
40170,SEN,3,3,3,1,1,2,1,1,1,1,0.818181818,1,1,0,1,0,0,3,7,,14.33872,-16.40574
40171,SEN,3,3,3,1,2,2,1,0,1,1,0.545454545,0,1,0,1,0,0,2,2,,14.3033,-16.29917
40172,SEN,3,3,3,1,1,2,1,1,1,1,0.636363636,0,1,0,1,0,0,5,6,,14.33584,-16.41397
40173,SEN,3,3,3,2,2,2,2,1,1,1,0.818181818,1,1,0,0,1,0,8,5,,14.30123,-16.30196
40174,SEN,3,3,3,1,2,2,1,0,1,1,0.636363636,1,1,0,1,0,0,5,5,,13.88921,-16.73108
40175,SEN,3,3,3,1,2,2,1,0,1,1,0.636363636,1,1,0,1,0,0,3,4,,14.69615,-15.6449
40176,SEN,3,3,3,1,2,2,1,1,1,1,0.727272727,1,1,0,1,0,0,3,6,,14.43763,-16.05422
40177,SEN,3,3,3,1,2,2,1,0,1,1,0.636363636,0,1,1,1,1,1,12,27,9,13.98544,-16.258704
40178,SEN,3,3,3,1,2,2,1,0,1,1,0.636363636,1,1,0,1,0,0,3,6,,14.0491,-16.28681
40179,SEN,3,3,3,1,2,2,1,1,1,1,0.636363636,0,1,0,1,0,0,3,4,,14.531663,-16.357983
40180,SEN,3,3,3,1,2,2,1,1,1,1,0.727272727,1,1,0,1,0,0,4,3,,13.7378,-16.47674
40181,SEN,3,3,3,1,2,2,1,1,1,1,0.636363636,1,1,0,1,0,0,2,4,,13.667425,-16.184314
40182,SEN,4,3,3,1,2,2,1,1,1,1,0.818181818,1,1,0,1,0,0,4,7,,14.16137,-15.83714
40183,SEN,4,3,3,1,2,2,1,1,1,1,0.727272727,1,1,0,1,0,0,5,9,,14.00044,-15.73247
40184,SEN,4,3,3,1,2,2,1,1,1,0,0.636363636,0,1,0,1,0,0,3,7,,14.03866,-15.74565
40185,SEN,4,3,3,1,2,2,1,1,1,1,0.727272727,1,1,0,1,0,0,4,14,,0,0
40186,SEN,4,3,3,1,2,2,1,1,1,1,0.545454545,0,1,0,1,0,0,2,6,,13.86684,-15.1412
40187,SEN,4,3,3,1,2,2,1,1,1,1,0.545454545,0,1,0,1,0,0,3,5,,0,0
40188,SEN,4,3,3,1,1,2,1,1,1,1,0.818181818,1,1,0,1,1,0,4,14,,0,0
40189,SEN,4,3,3,1,2,2,1,1,1,1,0.636363636,0,1,0,1,0,0,4,11,,13.90383,-15.34689
40190,SEN,4,3,3,2,2,2,2,0,1,0,0.363636364,0,1,0,0,0,0,1,6,,13.90589,-14.86725
40191,SEN,4,3,3,1,2,2,1,1,1,1,0.818181818,1,1,0,1,0,0,2,10,,14.09015,-14.95129
40192,SEN,4,3,3,2,2,2,2,1,1,0,0.545454545,1,1,0,0,0,0,4,5,,13.99005,-15.11406
40193,SEN,4,3,3,1,2,2,1,1,1,0,0.727272727,1,1,0,1,0,0,5,13,,13.78908,-14.8568
40194,SEN,4,3,3,1,2,2,1,1,1,1,0.545454545,0,1,0,1,0,0,3,11,,14.07769,-14.69034
40195,SEN,4,3,3,1,2,2,1,1,1,1,0.545454545,0,1,0,1,1,0,1,19,,0,0
40196,SEN,4,3,3,1,2,2,1,1,1,0,0.545454545,1,1,0,1,0,0,4,7,,0,0
40197,SEN,4,3,3,1,2,2,1,1,1,1,0.727272727,1,1,0,1,0,0,2,10,,14.62243,-15.30833
40198,SEN,5,3,3,1,2,2,1,1,1,0,0.454545455,0,1,0,1,0,0,3,7,,14.30283,-16.08295
40199,SEN,5,3,3,2,2,2,2,0,1,1,0.727272727,1,0,0,0,1,0,6,9,,14.14341,-15.99761
40200,SEN,5,3,3,1,2,2,1,1,1,1,0.545454545,0,1,0,1,0,0,3,30,,14.30928,-16.00091
40201,SEN,5,3,3,1,2,2,1,1,1,0,0.454545455,0,0,0,1,0,0,5,9,,14.25804,-15.94204
40202,SEN,5,3,3,1,1,2,1,1,1,1,0.727272727,1,1,0,1,1,0,5,30,,14.17461,-16.07654
40203,SEN,5,3,3,1,1,2,1,1,1,0,0.636363636,0,1,0,1,1,0,8,35,,14.16431,-16.06942
40204,SEN,5,3,3,1,1,2,1,1,1,1,0.818181818,1,1,0,1,1,0,3,12,,14.12856,-16.09239
40205,SEN,5,3,3,1,1,2,1,1,1,1,0.727272727,0,1,0,1,1,0,6,12,,14.15057,-16.06966
40206,SEN,5,3,3,1,1,2,1,1,1,1,0.727272727,1,1,0,1,1,0,3,6,,14.23892,-16.16734
40207,SEN,5,3,3,1,1,2,1,1,1,1,0.727272727,1,1,0,1,1,0,5,19,,14.15023,-16.09298
40208,SEN,5,3,3,3,1,2,2,0,1,0,0.636363636,1,0,0,0,0,1,7,9,15,14.13995,-16.07225
40209,SEN,5,3,3,3,1,2,2,,1,1,,1,1,0,1,0,1,4,3,0,14.15388,-16.08345
40210,SEN,5,3,3,1,2,2,1,1,1,0,0.454545455,0,1,0,1,0,0,4,10,,13.95154,-16.06907
40211,SEN,5,3,3,1,2,2,1,0,1,0,0.363636364,0,1,0,1,0,0,2,10,,13.93541,-15.94518
40212,SEN,5,3,3,1,2,2,1,1,1,0,0.454545455,0,1,0,1,1,0,8,34,,14.08971,-16.06383
40213,SEN,5,3,3,1,2,2,1,1,1,1,0.818181818,1,1,0,1,1,0,2,25,,13.84062,-15.95239
40214,SEN,5,3,3,1,2,2,1,1,1,0,0.363636364,0,1,0,1,0,0,2,3,,13.72891,-15.92423
40215,SEN,5,3,3,1,2,2,1,0,1,1,0.727272727,1,1,1,1,1,0,3,10,,13.7692,-15.58688
40216,SEN,6,4,3,1,1,2,1,1,1,1,0.636363636,0,1,1,1,0,0,4,8,,12.77212,-12.23891
40217,SEN,6,4,3,1,2,2,1,1,0,1,0.545454545,0,1,0,1,0,0,4,6,,12.53755,-12.30957
40218,SEN,6,4,3,1,2,2,1,1,0,0,0.181818182,0,1,0,1,1,0,7,18,,12.55586,-12.1752
40219,SEN,6,4,3,1,2,2,1,1,1,1,0.636363636,0,1,0,1,0,0,4,9,,12.46426,-11.99624
40220,SEN,6,4,3,1,2,2,1,1,1,0,0.636363636,0,1,1,1,1,0,7,11,,12.79706,-12.29335
40221,SEN,6,4,3,1,2,2,1,1,1,1,0.818181818,1,1,1,1,0,0,3,6,,12.459688,-12.651225
40222,SEN,6,4,3,2,2,2,2,1,1,0,0.727272727,1,1,0,1,0,0,,4,,12.63505,-12.82079
40223,SEN,6,4,3,1,2,2,1,0,1,1,0.727272727,1,1,0,1,1,0,3,7,,12.67231,-13.05089
40224,SEN,6,4,3,1,2,2,1,1,1,1,0.727272727,1,1,0,1,0,0,4,17,,12.591391,-12.851914
40225,SEN,6,4,3,1,2,2,1,1,1,0,0.545454545,0,1,0,1,1,0,2,7,,12.62289,-11.61166
40226,SEN,6,4,3,2,2,2,2,0,1,0,0.454545455,0,1,1,1,1,0,5,11,,13.16227,-12.11452
40227,SEN,6,4,3,1,2,2,1,1,0,1,0.545454545,0,1,1,1,0,0,2,7,,0,0
40228,SEN,6,4,3,2,2,2,2,1,1,0,0.636363636,1,1,0,0,1,0,4,6,,13.19678,-12.1258
40229,SEN,6,4,3,1,2,2,1,1,1,0,0.545454545,1,1,1,1,1,0,2,8,,12.49776,-11.52911
40230,SEN,6,4,3,1,2,2,1,0,1,0,0.272727273,0,1,0,1,0,0,8,5,,12.70035,-11.98234
40231,SEN,7,4,3,2,1,2,2,1,1,1,0.727272727,1,1,0,1,0,0,,4,,12.89107,-14.93644
40232,SEN,7,4,3,2,1,2,2,1,1,1,0.636363636,1,1,0,1,0,0,4,3,,12.89618,-14.9277
