FACIL,Country,REGION,Zone,FACTYPE,MGA,FTYPE,Factype2,ownership,water_source,soapwater,st_precautions,preparedness,prep2,TBservice,HIVcare,meetings,quality,inpatient,numberbeds,total_full,outpatients
571,DRC,83,,5,1,2,2,1,0,1,0,.363636363636364,0,1,1,1,1,0,,6,
584,DRC,72,,5,2,1,2,2,0,1,0,,0,1,0,0,0,0,,1,
625,DRC,43,,5,1,2,2,1,0,1,1,.454545454545455,0,1,0,0,1,0,,6,
651,DRC,43,,5,1,2,2,1,0,1,0,.363636363636364,0,0,0,1,1,0,,2,
657,DRC,43,,5,1,2,2,1,1,1,0,.454545454545455,0,0,0,1,0,0,,4,
665,DRC,82,,5,1,2,2,1,0,1,0,,0,0,0,1,0,0,,11,
668,DRC,82,,5,1,2,2,1,0,1,0,.181818181818182,0,0,0,0,0,0,,2,
687,DRC,82,,5,1,2,2,1,1,0,0,.181818181818182,0,1,0,1,0,0,,9,
706,DRC,8,,2,1,9,1,1,,,,,,,,,,,,,
709,DRC,8,,2,1,9,1,1,,,,,,,,,,,,,
716,DRC,8,,2,1,9,1,1,,,,,,,,,,,,,
723,DRC,8,,5,1,2,2,1,,,,,,,,,,,,,
735,DRC,8,,2,1,9,1,1,,,,,,,,,,,,,
740,DRC,8,,2,4,9,1,2,,,,,,,,,,,,,
745,DRC,8,,2,1,9,1,1,,,,,,,,,,,,,
754,DRC,8,,5,1,2,2,1,,,,,,,,,,,,,
765,DRC,8,,5,1,2,2,1,,,,,,,,,,,,,
810,DRC,74,,5,1,9,2,1,,,,,,,,,,,,,
811,DRC,74,,5,1,9,2,1,,,,,,,,,,,,,
812,DRC,74,,4,3,9,2,2,,,,,,,,,,,,,
814,DRC,74,,4,3,9,2,2,,,,,,,,,,,,,
850,DRC,51,,2,1,9,1,1,,,,,,,,,,,,,
916,DRC,91,,5,3,2,2,2,0,1,0,.363636363636364,0,0,0,1,0,0,,3,
926,DRC,91,,4,1,9,2,1,,,,,,,,,,,,,
927,DRC,91,,3,1,9,1,1,,,,,,,,,,,,,
930,DRC,91,,5,4,2,2,2,0,1,0,.272727272727273,0,0,0,1,0,0,,4,
952,DRC,91,,5,3,2,2,2,0,1,0,.272727272727273,0,0,0,0,0,0,,1,
1005,DRC,33,,5,1,2,2,1,0,0,0,.363636363636364,0,1,1,1,0,0,,8,
1123,DRC,31,,5,1,9,2,1,,,,,,,,,,,,,
1137,DRC,93,,2,1,9,1,1,,,,,,,,,,,,,
1140,DRC,93,,5,1,9,2,1,,,,,,,,,,,,,
1172,DRC,93,,2,1,9,1,1,,,,,,,,,,,,,
1188,DRC,93,,2,1,9,1,1,,,,,,,,,,,,,
1224,DRC,44,,5,1,2,2,1,0,0,0,.0909090909090909,0,1,1,1,0,0,,4,
1244,DRC,61,,2,2,9,1,2,,,,,,,,,,,,,
1245,DRC,61,,5,4,2,2,2,0,0,0,,0,0,0,1,0,0,,2,
1261,DRC,61,,2,2,9,1,2,,,,,,,,,,,,,
1278,DRC,61,,2,2,9,1,2,,,,,,,,,,,,,
1301,DRC,61,,4,9,9,2,2,,,,,,,,,,,,,
1340,DRC,42,,5,1,2,2,1,0,0,0,.272727272727273,0,1,0,1,1,0,,2,
1350,DRC,42,,5,4,2,2,2,1,1,0,.363636363636364,0,0,1,1,0,0,,10,
1,HAI,1,,7,3,1,2,2,0,1,1,,0,0,0,1,1,0,,5,
5,HAI,1,,6,2,1,2,2,1,1,1,,1,0,0,1,1,0,,10,
9,HAI,1,,6,3,1,2,2,1,0,0,.0909090909090909,0,0,0,1,0,0,,6,
12,HAI,1,,6,3,1,2,2,,0,0,,0,0,0,0,0,0,,5,
13,HAI,1,,6,3,1,2,2,0,1,0,.454545454545455,1,0,0,1,0,0,,2,
18,HAI,1,,6,3,1,2,2,0,1,0,.454545454545455,1,0,0,1,0,0,,5,
23,HAI,1,,6,3,1,2,2,,0,0,,0,0,0,1,1,0,,12,
30,HAI,1,,6,1,1,2,1,0,1,0,.636363636363636,0,1,1,1,1,0,,40,
31,HAI,1,,6,4,1,2,2,1,0,0,,0,1,0,0,0,0,,4,
36,HAI,1,,6,1,1,2,1,,0,0,,0,0,0,1,1,0,,4,
37,HAI,1,,6,2,1,2,2,0,1,1,.636363636363636,1,0,0,1,0,0,,12,
38,HAI,1,,6,3,1,2,2,,1,0,,1,0,0,1,0,0,,15,
39,HAI,1,,6,2,1,2,2,,,,,,,,,,,,,
43,HAI,1,,6,3,1,2,2,,1,1,,0,0,1,1,1,0,,7,
45,HAI,1,,6,4,1,2,2,1,0,0,.181818181818182,0,0,0,1,0,0,,5,
46,HAI,1,,6,4,1,2,2,,1,0,,0,1,1,1,1,0,,31,
49,HAI,1,,6,3,1,2,2,,1,0,,0,0,0,0,0,0,,10,
50,HAI,1,,6,1,1,2,1,0,1,0,.363636363636364,0,1,1,1,0,0,,51,
51,HAI,1,,6,4,1,2,2,0,1,0,.636363636363636,1,0,0,1,0,0,,14,
53,HAI,1,,5,3,1,2,2,1,1,0,.454545454545455,0,0,0,1,0,0,,5,
56,HAI,1,,6,3,1,2,2,1,1,0,.545454545454545,0,1,1,1,0,0,,15,
61,HAI,1,,6,2,1,2,2,0,0,0,0,0,0,0,1,0,0,,13,
64,HAI,1,,6,3,1,2,2,0,1,0,,0,1,0,1,0,0,,3,
65,HAI,1,,6,1,1,2,1,0,0,0,.0909090909090909,0,1,1,1,0,0,,42,
66,HAI,1,,5,2,1,2,2,1,1,1,.818181818181818,1,0,1,0,0,0,,19,
70,HAI,1,,4,2,1,1,2,1,1,0,,0,0,0,1,0,0,,7,
72,HAI,1,,6,3,1,2,2,1,1,0,.363636363636364,0,0,0,1,1,0,,6,
73,HAI,1,,5,3,1,2,2,0,1,0,,0,0,0,1,0,0,,10,
74,HAI,1,,5,2,1,2,2,1,1,0,.454545454545455,0,1,0,1,0,0,,10,
75,HAI,1,,6,1,1,2,1,,1,0,,0,0,0,1,0,0,,5,
76,HAI,1,,5,3,1,2,2,,0,0,,0,0,0,1,0,0,,16,
83,HAI,1,,6,2,1,2,2,,1,0,,0,1,0,1,0,0,,10,
86,HAI,1,,6,1,1,2,1,,0,0,,0,0,0,1,0,0,,29,
87,HAI,1,,6,3,1,2,2,,1,0,,0,0,0,1,0,0,,5,
88,HAI,1,,6,2,1,2,2,,1,0,,1,0,0,1,0,0,,5,
89,HAI,1,,6,4,1,2,2,,1,0,,0,1,1,1,1,0,,11,
92,HAI,1,,6,3,1,2,2,0,1,0,,0,0,0,1,1,0,,7,
98,HAI,1,,6,2,1,2,2,1,1,1,.818181818181818,1,0,0,1,0,0,,15,
104,HAI,1,,6,2,1,2,2,1,1,0,,0,0,0,1,1,0,,6,
105,HAI,1,,4,2,1,1,2,,1,0,,0,0,0,1,0,0,,28,
106,HAI,1,,6,3,1,2,2,,1,1,,0,0,1,1,1,0,,11,
107,HAI,1,,5,3,1,2,2,1,1,0,.545454545454545,1,0,0,1,0,0,,5,
109,HAI,1,,6,3,1,2,2,1,1,0,.454545454545455,0,0,0,0,0,0,,3,
113,HAI,1,,6,1,1,2,1,,0,1,,0,1,0,1,0,0,,61,
117,HAI,1,,6,3,1,2,2,1,1,0,.636363636363636,1,0,0,1,0,0,,8,
119,HAI,1,,6,3,1,2,2,1,1,0,.454545454545455,0,1,0,1,0,0,,8,
125,HAI,1,,4,2,1,1,2,1,1,1,.545454545454545,0,0,0,1,0,0,,3,
126,HAI,1,,6,3,1,2,2,,0,0,,0,0,0,1,1,0,,4,
129,HAI,1,,6,4,1,2,2,1,0,0,.181818181818182,0,0,0,1,0,0,,17,
131,HAI,1,,6,4,1,2,2,0,1,0,,1,0,0,0,0,0,,3,
135,HAI,1,,5,3,1,2,2,0,1,0,.272727272727273,0,1,0,1,0,0,,17,
137,HAI,1,,6,1,1,2,1,1,1,1,,0,0,0,1,0,0,,31,
139,HAI,1,,5,3,1,2,2,1,1,1,.727272727272727,1,1,0,1,1,0,,9,
146,HAI,1,,6,3,1,2,2,0,1,0,.272727272727273,0,0,1,1,1,0,,31,
147,HAI,1,,6,4,1,2,2,1,0,1,.272727272727273,0,0,0,1,0,0,,10,
151,HAI,1,,6,4,1,2,2,1,1,0,,0,0,0,1,0,0,,8,
158,HAI,1,,7,2,1,2,2,1,1,0,.545454545454545,0,0,0,1,0,0,,19,
159,HAI,1,,6,3,1,2,2,0,1,0,.272727272727273,0,0,0,1,0,0,,5,
160,HAI,1,,6,3,2,2,2,1,1,0,.636363636363636,1,1,0,0,1,0,,16,
161,HAI,1,,6,3,2,2,2,0,0,0,,0,0,0,1,0,0,,4,
163,HAI,1,,6,2,1,2,2,1,1,1,,0,0,1,1,0,0,,10,
164,HAI,1,,6,3,2,2,2,0,0,0,.272727272727273,0,0,0,0,0,0,,6,
165,HAI,1,,7,1,1,2,1,1,0,0,.363636363636364,0,0,0,1,0,0,,2,
168,HAI,1,,6,3,1,2,2,1,0,0,,0,0,0,1,0,0,,6,
176,HAI,1,,6,4,1,2,2,,1,0,,0,0,1,1,0,0,,7,
177,HAI,1,,6,3,1,2,2,0,1,0,,0,0,0,0,0,0,,20,
179,HAI,1,,6,4,1,2,2,1,1,0,.545454545454545,0,1,0,0,0,0,,36,
180,HAI,1,,4,3,1,1,2,,,,,,,,,,,,,
182,HAI,1,,6,1,2,2,1,1,1,0,.545454545454545,0,1,0,1,0,0,,14,
184,HAI,1,,6,4,2,2,2,1,1,0,.545454545454545,1,0,0,1,0,0,,10,
187,HAI,1,,6,3,2,2,2,1,1,0,.454545454545455,0,1,0,1,1,0,,4,
192,HAI,1,,6,1,1,2,1,1,0,0,.272727272727273,0,0,0,1,1,0,,10,
196,HAI,1,,7,4,1,2,2,1,1,0,.636363636363636,1,0,0,1,0,0,,8,
197,HAI,1,,6,4,1,2,2,1,1,0,,1,0,0,1,0,0,,6,
200,HAI,1,,6,4,1,2,2,1,1,0,.545454545454545,0,1,0,1,1,0,,17,
205,HAI,1,,6,3,2,2,2,0,0,1,,0,0,0,1,1,0,,5,
209,HAI,1,,7,3,2,2,2,0,1,1,,0,0,0,0,1,0,,8,
211,HAI,1,,6,1,1,2,1,0,0,0,.363636363636364,0,1,1,0,1,0,,13,
212,HAI,1,,7,1,2,2,1,0,1,0,,1,0,0,1,0,0,,6,
214,HAI,1,,7,2,2,2,2,0,1,0,,0,0,0,1,1,0,,4,
215,HAI,1,,7,4,2,2,2,0,1,1,,1,0,0,1,0,0,,6,
216,HAI,1,,7,3,2,2,2,0,0,0,.272727272727273,0,0,0,1,0,0,,10,
217,HAI,1,,7,3,2,2,2,0,1,1,,1,0,0,1,1,0,,6,
218,HAI,1,,7,1,2,2,1,,1,0,,0,0,0,0,1,0,,1,
219,HAI,1,,7,3,2,2,2,0,1,0,,0,0,0,0,0,0,,1,
221,HAI,1,,6,3,1,2,2,1,1,0,.454545454545455,0,0,0,1,0,0,,5,
223,HAI,1,,7,2,2,2,2,0,1,0,,0,0,0,1,0,0,,7,
225,HAI,1,,6,3,2,2,2,,,,,,,,,,,,,
226,HAI,1,,6,2,1,2,2,1,1,0,.636363636363636,1,0,0,1,1,0,,13,
228,HAI,1,,6,2,2,2,2,1,1,0,.272727272727273,0,0,0,1,0,0,,6,
233,HAI,1,,5,3,2,2,2,1,1,0,.545454545454545,1,0,0,0,0,0,,9,
236,HAI,1,,7,3,1,2,2,1,1,0,.545454545454545,1,0,0,1,0,0,,5,
237,HAI,1,,7,3,2,2,2,0,1,1,,0,0,0,1,0,0,,4,
238,HAI,1,,6,4,2,2,2,0,0,0,,0,1,0,0,0,0,,5,
239,HAI,1,,6,4,2,2,2,1,1,0,.454545454545455,0,0,0,0,0,0,,5,
241,HAI,1,,6,3,2,2,2,0,0,0,,0,0,0,1,0,0,,4,
244,HAI,1,,6,1,1,2,1,0,1,0,,1,1,0,0,0,0,,17,
245,HAI,1,,3,3,2,1,2,,,,,,,,,,,,,
246,HAI,1,,5,1,2,2,1,,,,,,,,,,,,,
247,HAI,1,,6,2,2,2,2,1,1,0,,0,0,0,1,0,0,,5,
248,HAI,1,,6,4,2,2,2,1,0,0,.545454545454545,0,0,0,1,0,0,,9,
250,HAI,1,,6,4,2,2,2,1,1,0,.545454545454545,0,0,0,1,0,0,,5,
254,HAI,1,,6,3,2,2,2,1,1,0,.727272727272727,1,1,0,1,1,0,,6,
263,HAI,1,,7,2,2,2,2,0,1,0,.272727272727273,0,0,0,0,0,0,,1,
274,HAI,1,,5,1,2,2,1,1,0,0,.272727272727273,0,0,0,1,1,0,,2,
275,HAI,1,,7,1,2,2,1,1,1,0,.363636363636364,0,0,0,0,0,0,,3,
276,HAI,1,,7,1,2,2,1,1,1,0,.454545454545455,0,1,0,1,1,0,,3,
279,HAI,1,,6,2,2,2,2,1,1,1,.727272727272727,1,1,1,1,0,0,,25,
280,HAI,1,,6,2,2,2,2,1,0,0,.545454545454545,0,0,0,1,1,0,,19,
283,HAI,1,,6,2,2,2,2,0,0,0,.272727272727273,0,1,0,0,0,0,,3,
284,HAI,1,,7,2,1,2,2,1,1,0,.545454545454545,0,1,1,0,1,0,,6,
286,HAI,1,,6,4,2,2,2,1,0,0,.454545454545455,0,0,0,0,1,0,,11,
299,HAI,1,,6,2,2,2,2,0,1,0,.545454545454545,1,0,0,1,0,0,,31,
302,HAI,1,,6,4,1,2,2,1,1,0,,0,0,0,1,0,0,,7,
306,HAI,1,,5,3,2,2,2,1,0,0,,0,0,0,1,0,0,,13,
320,HAI,1,,6,2,2,2,2,0,1,0,,0,0,0,1,1,0,,4,
321,HAI,1,,5,2,2,2,2,0,0,0,,0,0,0,1,0,0,,4,
322,HAI,1,,7,2,2,2,2,0,0,0,.272727272727273,0,0,0,0,0,0,,2,
325,HAI,1,,6,1,2,2,1,1,0,0,.181818181818182,0,0,0,1,0,0,,7,
327,HAI,1,,6,2,2,2,2,1,1,0,.818181818181818,1,0,0,0,0,0,,19,
328,HAI,1,,6,2,2,2,2,1,1,0,.636363636363636,1,0,0,1,0,0,,2,
329,HAI,1,,6,1,2,2,1,0,1,0,.181818181818182,0,1,0,1,0,0,,7,
330,HAI,1,,7,1,2,2,1,1,1,0,,0,0,0,0,0,0,,4,
348,HAI,1,,7,1,2,2,1,0,0,1,.181818181818182,0,0,0,0,0,0,,6,
349,HAI,1,,7,2,2,2,2,1,0,1,,0,1,0,0,0,0,,11,
353,HAI,1,,7,1,1,2,1,1,1,1,.909090909090909,1,1,1,1,1,0,,25,
355,HAI,1,,6,1,1,2,1,,0,0,,0,1,1,1,1,0,,22,
356,HAI,1,,6,2,2,2,2,1,0,0,.363636363636364,0,0,0,0,1,0,,29,
358,HAI,1,,6,1,2,2,1,1,1,0,.818181818181818,1,0,0,1,1,0,,23,
359,HAI,1,,6,3,1,2,2,1,1,0,,0,1,1,1,0,0,,20,
361,HAI,1,,5,4,1,2,2,1,1,0,.727272727272727,0,1,1,1,0,0,,7,
362,HAI,1,,6,4,1,2,2,1,1,1,.818181818181818,1,1,1,1,0,0,,16,
372,HAI,1,,6,1,1,2,1,0,1,0,.454545454545455,1,1,0,1,0,0,,1,
377,HAI,1,,7,2,2,2,2,0,0,0,.363636363636364,0,0,0,1,0,0,,5,
382,HAI,1,,6,3,2,2,2,,,,,,,,,,,,,
385,HAI,2,,7,1,2,2,1,0,1,0,.454545454545455,1,1,0,1,0,0,,2,
387,HAI,2,,7,1,2,2,1,0,1,0,.363636363636364,0,1,0,1,0,0,,4,
391,HAI,2,,6,1,2,2,1,0,1,0,.363636363636364,0,1,0,1,1,0,,6,
395,HAI,2,,6,2,2,2,2,,1,0,,1,0,0,1,1,0,,7,
397,HAI,2,,5,3,1,2,2,,1,0,,1,0,0,1,0,0,,6,
403,HAI,2,,6,2,1,2,2,1,0,0,,0,0,0,1,0,0,,6,
404,HAI,2,,7,1,2,2,1,0,1,0,.272727272727273,0,1,0,0,0,0,,1,
405,HAI,2,,7,3,2,2,2,1,1,0,.454545454545455,0,0,0,1,0,0,,2,
413,HAI,2,,5,1,2,2,1,1,0,0,.363636363636364,0,0,0,0,0,0,,4,
414,HAI,2,,7,1,2,2,1,0,0,0,.181818181818182,0,1,0,0,0,0,,4,
418,HAI,2,,7,4,2,2,2,0,1,1,.727272727272727,1,0,0,0,0,0,,7,
419,HAI,2,,7,1,2,2,1,1,0,0,.545454545454545,0,0,0,0,0,0,,5,
420,HAI,2,,7,1,2,2,1,0,0,0,.0909090909090909,0,0,0,0,0,0,,5,
422,HAI,2,,7,1,2,2,1,0,1,0,.454545454545455,1,0,0,1,0,0,,6,
423,HAI,2,,7,1,1,2,1,1,0,1,.545454545454545,0,0,0,0,0,0,,10,
424,HAI,2,,7,3,2,2,2,0,1,0,,0,0,0,1,0,0,,6,
425,HAI,2,,7,1,2,2,1,1,1,0,.454545454545455,0,0,0,0,0,0,,5,
427,HAI,2,,6,4,2,2,2,1,0,0,.363636363636364,0,1,0,1,0,0,,24,
429,HAI,2,,7,3,2,2,2,1,1,0,.454545454545455,1,0,0,0,0,0,,3,
431,HAI,2,,7,2,2,2,2,1,1,0,,0,0,0,1,0,0,,2,
432,HAI,2,,7,2,2,2,2,0,1,0,,0,0,0,0,0,0,,4,
433,HAI,2,,7,4,2,2,2,0,1,0,.454545454545455,0,0,0,0,0,0,,7,
435,HAI,2,,6,1,2,2,1,,,,,,,,,,,,,
436,HAI,2,,7,4,2,2,2,0,1,0,.272727272727273,0,0,0,0,0,0,,1,
439,HAI,2,,6,2,2,2,2,0,1,0,,1,1,0,1,0,0,,8,
441,HAI,2,,6,1,2,2,1,0,1,0,.454545454545455,1,0,0,0,0,0,,4,
445,HAI,2,,7,1,2,2,1,0,1,0,.363636363636364,0,1,0,0,0,0,,5,
447,HAI,2,,7,1,2,2,1,0,1,1,.454545454545455,1,1,0,1,0,0,,5,
448,HAI,2,,6,3,2,2,2,0,0,0,.363636363636364,0,0,0,0,0,0,,1,
451,HAI,2,,7,4,2,2,2,1,1,0,.545454545454545,1,1,1,1,0,0,,1,
455,HAI,2,,7,1,2,2,1,0,0,0,.0909090909090909,0,0,0,0,0,0,,4,
459,HAI,2,,7,1,2,2,1,0,0,0,.272727272727273,0,1,0,1,0,0,,4,
463,HAI,3,,6,2,2,2,2,1,1,1,.909090909090909,1,1,0,1,0,0,,16,
465,HAI,3,,6,4,1,2,2,1,1,0,.545454545454545,0,1,0,1,0,0,,13,
466,HAI,3,,6,1,2,2,1,0,1,0,.454545454545455,1,1,0,1,1,0,,3,
467,HAI,3,,7,3,1,2,2,0,1,0,,0,0,0,1,0,0,,7,
469,HAI,3,,6,3,1,2,2,1,1,1,,0,1,0,0,1,0,,4,
471,HAI,3,,6,2,1,2,2,1,1,1,,1,0,1,1,0,0,,5,
472,HAI,3,,6,3,2,2,2,1,1,0,,0,1,0,1,0,0,,4,
477,HAI,3,,6,4,1,2,2,1,0,0,.272727272727273,0,1,1,1,1,0,,50,
478,HAI,3,,7,3,1,2,2,1,1,1,,1,1,0,1,0,0,,3,
486,HAI,3,,5,1,1,2,1,0,0,0,.272727272727273,0,1,0,1,0,0,,20,
488,HAI,3,,7,4,1,2,2,1,1,1,.727272727272727,1,0,0,1,1,0,,9,
489,HAI,3,,7,1,2,2,1,1,1,0,.363636363636364,0,0,0,0,0,0,,4,
491,HAI,3,,7,3,2,2,2,0,1,0,,0,0,0,1,1,0,,5,
493,HAI,3,,6,4,2,2,2,1,1,0,,1,0,0,1,0,0,,4,
495,HAI,3,,6,1,1,2,1,0,0,0,.0909090909090909,0,1,0,1,0,0,,25,
497,HAI,3,,6,3,2,2,2,1,0,0,,0,0,0,1,0,0,,3,
499,HAI,3,,7,1,2,2,1,1,1,0,.545454545454545,0,1,0,0,0,0,,8,
501,HAI,3,,6,3,2,2,2,1,1,1,.818181818181818,1,1,0,1,1,0,,10,
502,HAI,3,,6,4,2,2,2,1,1,1,.909090909090909,1,1,0,1,0,0,,19,
503,HAI,3,,6,3,2,2,2,1,1,1,.636363636363636,1,1,0,1,0,0,,7,
505,HAI,3,,6,3,2,2,2,1,1,1,.545454545454545,0,0,0,1,0,0,,8,
508,HAI,3,,7,1,2,2,1,1,1,0,,1,1,0,1,0,0,,6,
511,HAI,3,,7,4,2,2,2,0,0,0,,0,1,0,1,0,0,,5,
516,HAI,3,,7,1,2,2,1,1,1,0,,1,1,0,1,0,0,,8,
517,HAI,3,,6,2,2,2,2,1,1,1,,1,1,1,1,1,0,,24,
518,HAI,3,,6,4,1,2,2,1,1,0,.363636363636364,0,1,0,1,1,0,,8,
519,HAI,3,,6,4,1,2,2,1,1,1,.727272727272727,1,1,0,1,0,0,,9,
522,HAI,3,,7,1,2,2,1,0,1,0,,1,1,0,1,0,0,,4,
523,HAI,3,,7,3,2,2,2,1,1,1,.818181818181818,1,1,0,1,0,0,,7,
526,HAI,3,,7,1,2,2,1,1,1,1,.727272727272727,1,1,0,1,1,0,,6,
533,HAI,3,,7,2,2,2,2,1,0,0,,0,1,0,1,0,0,,8,
536,HAI,3,,7,3,2,2,2,1,1,0,,1,1,0,0,0,0,,7,
538,HAI,3,,6,1,2,2,1,1,1,0,.545454545454545,0,1,0,1,0,0,,5,
541,HAI,3,,7,2,1,2,2,0,1,1,.454545454545455,0,1,0,1,0,0,,13,
548,HAI,3,,6,3,2,2,2,1,1,1,.454545454545455,0,1,1,1,1,0,,17,
550,HAI,3,,7,1,2,2,1,,,,,,,,,,,,,
553,HAI,3,,6,4,2,2,2,1,1,0,.545454545454545,0,1,0,1,0,0,,4,
558,HAI,3,,6,3,2,2,2,1,1,0,.545454545454545,1,1,0,1,0,0,,14,
561,HAI,3,,7,1,2,2,1,1,1,0,,0,1,0,1,0,0,,5,
562,HAI,3,,6,3,2,2,2,0,1,1,.454545454545455,0,1,0,1,0,0,,8,
563,HAI,3,,7,3,2,2,2,1,1,0,,1,1,0,1,0,0,,7,
564,HAI,3,,7,2,2,2,2,1,1,0,,1,1,0,1,0,0,,2,
566,HAI,3,,7,4,2,2,2,0,0,0,,0,1,0,1,0,0,,7,
568,HAI,3,,6,2,2,2,2,1,0,1,.636363636363636,0,1,0,1,0,0,,9,
573,HAI,4,,7,1,2,2,1,0,1,1,,1,1,1,1,1,0,,23,
575,HAI,4,,7,1,2,2,1,,1,0,,0,0,0,1,1,0,,1,
576,HAI,4,,7,1,1,2,1,1,1,0,.545454545454545,1,1,0,1,0,0,,18,
579,HAI,4,,6,1,2,2,1,,0,0,,0,0,0,1,1,0,,12,
582,HAI,4,,7,1,2,2,1,1,1,0,.727272727272727,1,0,0,1,0,0,,14,
584,HAI,4,,7,1,2,2,1,0,1,0,.454545454545455,1,1,0,1,0,0,,8,
586,HAI,4,,7,1,2,2,1,1,1,1,.272727272727273,0,0,0,0,0,0,,10,
589,HAI,4,,7,4,2,2,2,1,1,0,.545454545454545,1,1,0,1,0,0,,16,
591,HAI,4,,7,1,2,2,1,0,1,0,.454545454545455,1,1,0,1,0,0,,14,
593,HAI,4,,6,1,2,2,1,1,1,1,.909090909090909,1,1,1,1,1,0,,19,
597,HAI,4,,6,3,1,2,2,1,1,0,.818181818181818,1,0,0,0,0,0,,11,
607,HAI,4,,6,2,1,2,2,0,1,0,.454545454545455,1,0,0,1,0,0,,9,
608,HAI,4,,7,1,2,2,1,1,1,0,.454545454545455,0,0,0,1,0,0,,4,
613,HAI,5,,6,1,2,2,1,0,1,0,,0,0,0,1,1,0,,25,
614,HAI,5,,6,1,2,2,1,0,1,0,,0,0,0,1,0,0,,8,
616,HAI,5,,7,2,2,2,2,1,1,1,.636363636363636,0,1,0,1,1,0,,21,
617,HAI,5,,7,3,2,2,2,1,1,0,,0,1,0,0,0,0,,1,
618,HAI,5,,7,2,2,2,2,1,0,0,,0,0,0,1,0,0,,1,
621,HAI,5,,6,3,2,2,2,1,1,0,.636363636363636,1,1,1,0,0,0,,7,
622,HAI,5,,6,3,2,2,2,0,1,1,.636363636363636,1,1,0,1,0,0,,8,
623,HAI,5,,7,1,2,2,1,,1,0,,0,0,0,1,0,0,,11,
624,HAI,5,,7,3,2,2,2,1,0,0,,0,0,0,1,0,0,,4,
625,HAI,5,,7,2,2,2,2,1,0,0,.636363636363636,0,1,1,1,1,0,,14,
626,HAI,5,,7,1,2,2,1,1,1,1,,1,0,0,1,0,0,,6,
627,HAI,5,,7,1,2,2,1,0,1,1,.454545454545455,0,1,0,1,0,0,,14,
628,HAI,5,,7,1,2,2,1,0,1,1,,0,1,0,1,0,0,,12,
629,HAI,5,,7,4,2,2,2,1,0,0,.454545454545455,0,0,0,0,0,0,,3,
630,HAI,5,,7,1,2,2,1,1,0,1,.454545454545455,0,1,0,1,1,0,,4,
634,HAI,5,,6,2,2,2,2,1,1,0,.454545454545455,0,1,0,1,0,0,,29,
637,HAI,5,,7,2,2,2,2,0,1,0,,0,0,0,0,0,0,,3,
643,HAI,5,,7,2,2,2,2,1,1,0,,0,0,0,0,0,0,,2,
644,HAI,5,,7,3,2,2,2,,,,,,,,,,,,,
645,HAI,5,,6,2,2,2,2,,,,,,,,,,,,,
647,HAI,5,,7,3,2,2,2,0,0,0,,0,1,0,1,1,0,,2,
650,HAI,5,,7,1,2,2,1,1,1,1,,0,0,0,1,0,0,,6,
653,HAI,5,,5,2,2,2,2,1,1,1,,1,0,0,1,1,0,,6,
654,HAI,5,,7,1,2,2,1,0,1,0,,0,0,0,0,0,0,,9,
657,HAI,5,,7,1,2,2,1,1,1,1,.545454545454545,0,1,0,1,0,0,,10,
659,HAI,5,,7,1,2,2,1,0,0,0,,0,1,0,0,0,0,,4,
661,HAI,5,,7,1,2,2,1,0,1,1,.636363636363636,1,1,0,0,0,0,,4,
662,HAI,5,,7,1,2,2,1,0,1,0,.454545454545455,0,1,0,1,1,0,,4,
663,HAI,5,,7,1,2,2,1,0,1,0,.454545454545455,1,1,0,0,0,0,,4,
666,HAI,5,,7,1,2,2,1,1,1,0,.454545454545455,0,1,0,1,0,0,,3,
667,HAI,5,,7,1,2,2,1,1,0,0,.363636363636364,0,0,0,0,0,0,,3,
668,HAI,5,,7,1,2,2,1,1,1,0,.545454545454545,1,0,0,1,0,0,,1,
671,HAI,5,,7,1,2,2,1,,,,,,,,,,,,,
673,HAI,5,,7,1,2,2,1,0,0,0,.272727272727273,0,1,0,1,0,0,,14,
674,HAI,5,,7,3,2,2,2,1,0,0,,0,1,0,0,0,0,,3,
676,HAI,5,,7,3,2,2,2,1,1,0,,0,1,0,1,0,0,,3,
677,HAI,5,,7,3,2,2,2,1,0,0,,0,0,0,0,0,0,,3,
678,HAI,5,,7,1,2,2,1,,1,0,,0,1,0,1,0,0,,3,
679,HAI,5,,7,1,2,2,1,0,1,0,,0,1,0,1,0,0,,6,
680,HAI,5,,7,4,1,2,2,1,1,1,.909090909090909,1,1,1,1,0,0,,34,
682,HAI,5,,7,1,2,2,1,1,1,0,.636363636363636,1,1,0,1,0,0,,10,
683,HAI,5,,6,3,2,2,2,1,1,1,,0,0,0,1,0,0,,28,
687,HAI,5,,6,2,2,2,2,1,1,1,,0,0,0,1,0,0,,21,
690,HAI,5,,7,1,2,2,1,1,0,0,,0,1,0,1,0,0,,2,
693,HAI,5,,6,3,2,2,2,1,1,0,.818181818181818,1,1,0,1,1,0,,12,
694,HAI,5,,7,3,2,2,2,1,1,0,,1,1,0,1,1,0,,19,
698,HAI,5,,7,3,2,2,2,,1,1,,0,0,0,1,1,0,,7,
699,HAI,5,,7,3,2,2,2,0,0,0,,0,0,0,0,0,0,,4,
700,HAI,5,,7,3,2,2,2,0,1,0,,1,0,0,0,0,0,,4,
702,HAI,5,,7,4,2,2,2,,1,0,,1,1,0,1,1,0,,4,
703,HAI,5,,7,3,2,2,2,0,1,0,,1,1,0,0,0,0,,8,
