FACIL,Country,REGION,Zone,FACTYPE,MGA,FTYPE,Factype2,ownership,water_source,soapwater,st_precautions,preparedness,prep2,TBservice,HIVcare,meetings,quality,inpatient,numberbeds,total_full,outpatients
11472,BAN,8,,10,4,1,2,2,1,1,0,.727272727272727,1,1,,,1,1,18,58,193
102,DRC,71,,5,3,1,2,2,0,1,0,.454545454545455,1,0,0,1,0,1,18,6,28
193,DRC,53,,3,1,2,1,1,1,1,0,,0,1,1,1,1,1,18,7,23
350,DRC,81,,3,3,1,1,2,0,1,0,.454545454545455,0,1,1,1,1,1,18,24,58
711,DRC,8,,5,4,1,2,2,1,1,1,.545454545454545,0,0,0,1,1,1,18,13,46
742,DRC,8,,3,4,2,1,2,1,1,1,.545454545454545,0,1,1,1,1,1,18,14,89
852,DRC,51,,2,1,1,1,1,0,1,0,.272727272727273,0,1,1,1,1,1,18,78,17
987,DRC,33,,4,1,2,2,1,1,0,0,.545454545454545,0,1,1,1,1,1,18,28,95
1051,DRC,32,,4,1,2,2,1,1,1,0,.272727272727273,0,1,1,1,1,1,18,28,195
1077,DRC,32,,4,1,2,2,1,0,1,1,.272727272727273,0,0,0,1,1,1,18,20,24
1083,DRC,31,,4,1,2,2,1,1,1,0,.545454545454545,0,1,0,1,1,1,18,13,43
1111,DRC,31,,5,2,2,2,2,1,0,0,.545454545454545,0,0,0,1,0,1,18,12,47
1114,DRC,31,,4,1,2,2,1,1,0,0,.272727272727273,0,1,1,1,1,1,18,17,51
1254,DRC,61,,5,1,1,2,1,0,1,0,.363636363636364,0,1,1,1,0,0,18,9,
1258,DRC,61,,4,4,2,2,2,1,1,0,.636363636363636,1,1,1,1,1,1,18,24,231
1385,DRC,45,,2,1,2,1,1,1,1,0,.454545454545455,0,1,0,1,1,1,18,25,52
670,HAI,5,,5,3,2,2,2,1,1,0,.818181818181818,1,1,1,1,0,1,18,58,17
924,HAI,8,,3,1,1,1,1,1,1,1,.636363636363636,0,1,1,1,1,1,18,54,8
60057,SEN,3,3,2,1,1,2,1,1,1,1,.909090909090909,1,1,1,1,0,1,18,27,12
1313,DRC,61,,2,4,2,1,2,1,1,1,,1,1,1,1,1,1,184,205,1627
536,DRC,83,,2,1,1,1,1,1,1,0,.818181818181818,1,1,1,1,1,1,185,153,549
1019,DRC,32,,2,4,2,1,2,1,1,1,.727272727272727,0,1,1,1,1,1,186,58,264
1156,DRC,93,,2,1,1,1,1,0,0,0,,0,1,1,1,1,1,186,180,320
10056,BAN,1,,10,4,1,2,2,1,1,0,.727272727272727,1,0,,,1,1,19,63,151
28,DRC,52,,2,1,2,1,1,0,1,0,.636363636363636,0,1,1,1,1,1,19,31,83
82,DRC,71,,3,3,1,1,2,0,1,0,.363636363636364,0,1,1,1,1,1,19,72,89
178,DRC,53,,4,1,2,2,1,1,1,1,,1,1,1,1,1,1,19,13,47
863,DRC,51,,2,1,2,1,1,0,0,0,.363636363636364,0,1,1,1,0,1,19,41,73
1265,DRC,61,,3,3,1,1,2,0,1,0,.181818181818182,0,0,0,1,0,1,19,22,35
1378,DRC,45,,3,4,1,1,2,1,1,0,,0,1,1,1,1,1,19,22,6
1008,HAI,9,,5,1,1,2,1,1,1,0,.727272727272727,1,1,1,1,0,1,19,9,60
60043,SEN,1,2,2,1,1,2,1,1,0,0,.363636363636364,0,0,0,1,1,1,19,101,30
10392,BAN,2,,1,1,1,1,1,1,0,0,.636363636363636,0,1,,,1,1,190,149,5038
224,DRC,54,,2,1,1,1,1,1,1,0,.545454545454545,0,1,1,1,1,1,196,163,475
11322,BAN,7,,1,1,1,1,1,1,1,1,.909090909090909,1,1,,,1,1,199,131,3136
10023,BAN,1,,4,1,2,2,1,1,1,0,.636363636363636,0,1,,,0,1,2,3,2
10024,BAN,1,,5,1,2,2,1,1,1,0,.636363636363636,0,1,,,0,1,2,3,3
10037,BAN,1,,5,1,2,2,1,1,1,0,,0,1,,,0,1,2,2,1
10143,BAN,1,,4,1,2,2,1,0,1,1,.727272727272727,1,0,,,0,0,2,4,
10047,BAN,1,,4,1,2,2,1,1,0,0,.363636363636364,0,1,,,0,0,2,9,
10271,BAN,2,,5,1,2,2,1,0,1,0,.363636363636364,0,0,,,0,0,2,2,
10399,BAN,2,,4,1,2,2,1,1,0,0,.545454545454545,0,0,,,0,0,2,4,
10400,BAN,2,,5,1,2,2,1,1,0,0,.545454545454545,0,0,,,0,0,2,3,
10440,BAN,2,,5,1,2,2,1,1,1,1,1,1,0,,,0,0,2,2,
10488,BAN,2,,4,1,2,2,1,1,1,0,.545454545454545,1,0,,,1,1,2,2,41
10515,BAN,2,,5,1,2,2,1,1,1,0,.818181818181818,1,1,,,0,0,2,7,
10538,BAN,2,,5,1,2,2,1,1,1,0,.636363636363636,1,1,,,0,1,2,1,21
10562,BAN,2,,4,1,2,2,1,0,1,0,.454545454545455,0,1,,,0,0,2,3,
10797,BAN,4,,4,1,2,2,1,1,1,0,.454545454545455,0,0,,,1,1,2,2,1
10825,BAN,4,,5,1,2,2,1,1,0,0,.545454545454545,0,0,,,1,1,2,1,2
10885,BAN,4,,5,1,2,2,1,1,1,0,.545454545454545,0,1,,,0,0,2,2,
10623,BAN,3,,5,1,2,2,1,1,1,0,.454545454545455,1,0,,,0,1,2,3,9998
10716,BAN,3,,4,1,2,2,1,1,1,1,.454545454545455,0,0,,,0,0,2,2,
10756,BAN,3,,3,1,1,2,1,0,1,0,.636363636363636,1,0,,,1,1,2,3,56
11315,BAN,7,,5,1,2,2,1,1,0,0,.181818181818182,0,1,,,0,0,2,9,
11334,BAN,7,,5,1,2,2,1,1,0,0,.272727272727273,0,1,,,0,0,2,5,
11441,BAN,8,,4,1,2,2,1,1,0,0,.272727272727273,0,0,,,0,0,2,2,
11575,BAN,4,,12,3,1,2,2,1,1,1,.909090909090909,0,0,,,1,0,2,8,
2,DRC,52,,5,1,2,2,1,0,0,0,.181818181818182,0,1,0,1,0,0,2,9,
24,DRC,52,,5,1,2,2,1,1,1,0,,0,1,0,1,1,0,2,5,
25,DRC,52,,5,1,2,2,1,0,1,0,.181818181818182,0,1,0,1,0,0,2,4,
74,DRC,71,,5,1,2,2,1,0,1,1,.545454545454545,0,1,1,1,1,0,2,11,
111,DRC,71,,4,1,1,2,1,1,1,1,.545454545454545,0,1,1,1,1,0,2,34,
120,DRC,73,,4,3,2,2,2,0,0,0,.181818181818182,0,0,0,0,0,1,2,7,9998
127,DRC,73,,5,4,2,2,2,1,0,1,,0,1,0,1,0,0,2,10,
145,DRC,73,,5,1,2,2,1,0,0,0,,0,1,1,1,0,0,2,5,
203,DRC,54,,5,3,2,2,2,0,1,1,.454545454545455,0,0,0,1,1,0,2,6,
212,DRC,54,,5,4,2,2,2,0,0,0,.181818181818182,0,0,0,1,1,0,2,9,
246,DRC,54,,5,1,2,2,1,,0,0,,0,0,0,1,0,1,2,5,30
285,DRC,92,,5,1,2,2,1,1,0,0,.181818181818182,0,1,1,1,0,0,2,6,
310,DRC,92,,4,4,2,2,2,0,1,1,.454545454545455,0,1,0,1,0,1,2,8,59
314,DRC,92,,5,1,2,2,1,0,0,0,.181818181818182,0,0,0,1,0,0,2,6,
317,DRC,92,,5,1,2,2,1,1,1,0,.454545454545455,0,1,0,1,0,0,2,7,
339,DRC,81,,5,3,1,2,2,0,1,1,.363636363636364,0,1,0,1,1,0,2,9,
359,DRC,81,,5,1,2,2,1,0,1,0,.363636363636364,0,1,0,1,1,0,2,4,
360,DRC,81,,5,3,2,2,2,0,1,0,.272727272727273,0,1,0,1,0,0,2,5,
376,DRC,81,,5,3,1,2,2,0,1,0,.363636363636364,0,1,0,1,1,0,2,6,
384,DRC,10,,5,3,1,2,2,1,1,0,.636363636363636,1,0,0,1,0,1,2,12,5
421,DRC,10,,5,3,1,2,2,0,0,0,.181818181818182,0,0,1,0,1,1,2,9,4
434,DRC,10,,5,1,1,2,1,1,1,0,.363636363636364,0,0,1,0,0,0,2,22,
535,DRC,83,,5,1,2,2,1,0,1,0,.363636363636364,0,1,1,1,1,1,2,7,72
539,DRC,83,,5,1,2,2,1,0,1,0,.272727272727273,0,1,1,1,1,0,2,9,
543,DRC,83,,5,1,2,2,1,0,0,0,.0909090909090909,0,1,0,1,0,1,2,5,4
554,DRC,83,,5,1,2,2,1,0,0,0,,0,1,1,1,1,0,2,7,
556,DRC,83,,5,2,2,2,2,0,1,0,.454545454545455,0,1,0,1,1,0,2,5,
557,DRC,83,,5,1,2,2,1,0,1,0,.272727272727273,0,1,0,1,1,0,2,7,
563,DRC,83,,5,1,2,2,1,1,1,0,.272727272727273,0,1,1,1,1,0,2,5,
574,DRC,83,,5,1,2,2,1,0,0,0,.0909090909090909,0,1,0,1,1,0,2,5,
604,DRC,72,,5,1,2,2,1,1,0,0,,0,1,0,1,0,0,2,4,
608,DRC,72,,5,1,2,2,1,0,0,0,,0,1,0,1,0,0,2,6,
619,DRC,43,,5,1,2,2,1,0,1,0,.363636363636364,0,1,0,1,1,1,2,3,4
623,DRC,43,,5,1,2,2,1,1,1,0,.363636363636364,0,1,0,1,1,0,2,6,
627,DRC,43,,5,1,2,2,1,0,0,0,.272727272727273,0,1,0,1,0,0,2,10,
630,DRC,43,,4,1,2,2,1,1,0,0,.363636363636364,0,1,0,1,1,0,2,7,
639,DRC,43,,5,1,2,2,1,0,1,0,.272727272727273,0,1,0,1,1,0,2,6,
663,DRC,82,,5,1,2,2,1,0,1,0,.272727272727273,0,0,1,1,0,0,2,12,
666,DRC,82,,5,1,2,2,1,0,0,0,.181818181818182,0,0,0,1,0,0,2,4,
670,DRC,82,,4,1,2,2,1,0,0,0,.272727272727273,0,0,1,1,0,0,2,8,
682,DRC,82,,5,1,2,2,1,0,0,0,.0909090909090909,0,0,0,1,1,0,2,8,
733,DRC,8,,5,1,2,2,1,1,1,1,.636363636363636,0,0,0,1,0,0,2,9,
771,DRC,74,,5,1,2,2,1,1,0,0,.181818181818182,0,0,0,1,0,0,2,5,
775,DRC,74,,5,1,2,2,1,0,0,0,0,0,1,0,1,1,0,2,4,
797,DRC,74,,5,1,2,2,1,0,0,0,.272727272727273,0,1,0,0,0,0,2,9,
798,DRC,74,,5,1,2,2,1,1,1,0,.272727272727273,0,1,0,0,0,0,2,6,
817,DRC,51,,5,1,2,2,1,0,1,0,.272727272727273,0,1,0,1,0,0,2,6,
821,DRC,51,,5,1,2,2,1,0,1,0,.363636363636364,0,1,0,1,0,1,2,4,19
828,DRC,51,,5,3,2,2,2,0,0,0,0,0,0,0,1,1,0,2,2,
847,DRC,51,,4,1,2,2,1,1,1,0,.454545454545455,0,1,0,1,0,0,2,8,
849,DRC,51,,5,1,2,2,1,0,1,1,.454545454545455,0,1,1,1,1,0,2,6,
864,DRC,51,,5,1,2,2,1,0,0,0,.0909090909090909,0,0,0,0,0,0,2,6,
886,DRC,41,,5,1,2,2,1,1,1,0,,0,1,0,1,0,0,2,7,
899,DRC,41,,5,1,2,2,1,1,1,0,,0,1,0,1,0,0,2,5,
901,DRC,41,,5,1,2,2,1,1,0,0,.363636363636364,0,1,0,1,0,0,2,7,
906,DRC,41,,5,1,2,2,1,1,0,0,.181818181818182,0,1,0,1,0,0,2,7,
908,DRC,41,,5,1,2,2,1,0,0,0,.181818181818182,0,1,0,1,0,0,2,6,
914,DRC,91,,5,4,2,2,2,0,1,1,.454545454545455,0,0,0,1,1,0,2,7,
915,DRC,91,,5,4,2,2,2,1,1,0,.272727272727273,0,0,0,0,0,0,2,3,
937,DRC,91,,5,3,2,2,2,0,1,0,.181818181818182,0,1,0,1,1,0,2,8,
940,DRC,91,,5,3,2,2,2,0,1,0,.272727272727273,0,0,0,1,0,0,2,3,
955,DRC,91,,5,1,2,2,1,0,1,0,.272727272727273,0,0,0,1,0,1,2,8,275
957,DRC,91,,4,1,2,2,1,1,1,0,.363636363636364,0,1,1,1,0,0,2,10,
977,DRC,33,,5,4,2,2,2,0,1,1,,0,0,0,1,0,1,2,6,6
994,DRC,33,,5,1,2,2,1,0,1,0,.272727272727273,0,1,1,1,1,0,2,6,
1009,DRC,33,,5,1,2,2,1,0,1,0,,0,1,0,0,0,0,2,10,
1033,DRC,32,,5,1,1,2,1,1,1,0,.272727272727273,0,1,0,1,1,0,2,41,
1063,DRC,32,,5,1,2,2,1,1,1,0,.454545454545455,0,1,0,1,1,1,2,9,0
1074,DRC,32,,5,4,2,2,2,1,1,0,.454545454545455,0,1,0,1,0,0,2,6,
1078,DRC,32,,5,1,2,2,1,0,0,0,.0909090909090909,0,1,0,1,1,1,2,7,18
1099,DRC,31,,5,1,2,2,1,1,1,0,.363636363636364,0,1,0,1,1,0,2,6,
1105,DRC,31,,5,1,2,2,1,1,1,0,.272727272727273,0,1,0,1,1,0,2,6,
1113,DRC,31,,5,1,2,2,1,1,0,0,.181818181818182,0,1,0,1,1,0,2,6,
1118,DRC,31,,5,1,2,2,1,1,1,1,.727272727272727,0,1,1,1,1,0,2,13,
1131,DRC,31,,5,1,2,2,1,1,0,0,.181818181818182,0,1,0,1,0,0,2,3,
1135,DRC,93,,5,1,1,2,1,0,0,0,.0909090909090909,0,1,1,1,0,0,2,15,
1165,DRC,93,,5,1,2,2,1,1,1,0,.363636363636364,0,1,0,1,1,0,2,5,
1189,DRC,93,,5,1,2,2,1,0,1,0,,0,1,1,1,1,1,2,8,15
1193,DRC,44,,5,1,2,2,1,1,1,0,,0,0,0,1,0,1,2,3,11
1200,DRC,44,,5,1,2,2,1,0,1,0,.272727272727273,0,0,0,1,1,1,2,4,197
1218,DRC,44,,5,4,2,2,2,1,0,0,.272727272727273,0,1,0,1,1,1,2,5,2
1333,DRC,42,,5,1,2,2,1,0,1,0,.363636363636364,0,1,0,1,1,0,2,4,
1346,DRC,42,,5,1,2,2,1,0,1,0,.272727272727273,0,1,0,1,1,0,2,5,
1349,DRC,42,,5,1,2,2,1,1,0,0,.272727272727273,0,1,0,1,1,0,2,2,
1368,DRC,42,,5,1,2,2,1,0,1,0,.181818181818182,0,1,0,1,1,0,2,4,
1370,DRC,42,,5,1,2,2,1,0,1,0,.363636363636364,0,1,0,1,0,0,2,6,
1374,DRC,45,,5,1,2,2,1,0,1,0,.363636363636364,0,1,0,1,0,1,2,7,12
1386,DRC,45,,5,1,2,2,1,0,0,0,,0,1,0,1,0,0,2,10,
1388,DRC,45,,5,3,2,2,2,0,1,0,,0,1,0,1,0,0,2,6,
1393,DRC,45,,5,1,2,2,1,1,0,0,,0,1,0,1,0,0,2,7,
1400,DRC,45,,3,1,2,1,1,1,0,0,.0909090909090909,0,0,0,0,0,0,2,7,
1402,DRC,45,,4,1,2,2,1,0,0,0,,0,1,0,1,1,1,2,13,68
1405,DRC,45,,5,4,2,2,2,1,1,0,,0,1,0,1,0,0,2,6,
1407,DRC,45,,4,1,2,2,1,1,0,0,,0,1,0,1,1,1,2,14,7
1409,DRC,45,,5,1,2,2,1,0,0,0,.272727272727273,0,1,0,1,0,0,2,10,
1411,DRC,45,,5,4,2,2,2,1,1,1,.454545454545455,0,1,0,1,0,0,2,8,
6,HAI,1,,6,4,1,2,2,,1,1,,1,1,0,1,0,0,2,8,
54,HAI,1,,6,4,2,2,2,0,1,0,.272727272727273,0,0,0,1,0,0,2,2,
69,HAI,1,,6,2,1,2,2,,0,1,,0,1,0,1,0,0,2,10,
99,HAI,1,,5,3,1,2,2,,1,1,,0,0,1,1,0,0,2,26,
162,HAI,1,,7,1,2,2,1,0,0,0,.272727272727273,0,0,0,0,0,0,2,37,
207,HAI,1,,6,3,1,2,2,1,0,0,.545454545454545,0,0,0,1,0,0,2,10,
220,HAI,1,,5,3,2,2,2,1,1,0,.454545454545455,1,0,0,1,0,0,2,8,
266,HAI,1,,7,1,2,2,1,1,0,0,,0,1,0,1,0,0,2,12,
267,HAI,1,,6,3,2,2,2,1,1,1,.545454545454545,0,1,0,1,1,0,2,18,
273,HAI,1,,7,1,2,2,1,1,0,0,.272727272727273,0,0,0,1,0,0,2,12,
277,HAI,1,,6,2,2,2,2,1,0,0,.272727272727273,0,1,0,1,0,0,2,7,
297,HAI,1,,5,1,1,2,1,1,1,0,.636363636363636,1,1,1,1,0,1,2,50,36
332,HAI,1,,6,1,2,2,1,0,1,0,.363636363636364,0,1,0,1,0,0,2,43,
360,HAI,1,,6,3,2,2,2,1,1,1,.545454545454545,0,0,0,1,0,0,2,3,
386,HAI,2,,7,2,2,2,2,0,1,1,.545454545454545,1,0,0,1,0,0,2,3,
396,HAI,2,,6,2,1,2,2,,1,0,,0,1,0,1,0,0,2,9,
401,HAI,2,,6,2,2,2,2,1,1,0,.545454545454545,1,1,0,0,1,0,2,10,
456,HAI,2,,7,1,2,2,1,0,1,0,.363636363636364,0,0,0,0,0,1,2,5,0
481,HAI,3,,5,3,1,2,2,1,1,1,.818181818181818,1,1,0,1,0,0,2,8,
525,HAI,3,,6,2,2,2,2,1,0,0,,0,1,0,1,1,0,2,10,
528,HAI,3,,7,3,2,2,2,0,0,0,,0,1,0,1,0,0,2,3,
544,HAI,3,,7,1,2,2,1,1,0,0,.272727272727273,0,0,0,1,0,0,2,7,
572,HAI,4,,7,1,2,2,1,0,1,1,,1,1,0,1,0,0,2,11,
577,HAI,4,,7,1,2,2,1,1,0,0,.363636363636364,0,0,0,1,0,0,2,6,
581,HAI,4,,7,1,2,2,1,0,0,0,.454545454545455,0,1,0,1,0,0,2,15,
603,HAI,4,,6,4,2,2,2,1,1,1,.818181818181818,1,1,1,1,0,0,2,12,
632,HAI,5,,6,1,2,2,1,0,0,0,,0,0,0,1,0,0,2,10,
633,HAI,5,,6,3,2,2,2,1,1,1,,0,1,1,1,1,0,2,23,
669,HAI,5,,7,1,2,2,1,0,1,0,.272727272727273,0,0,0,1,0,0,2,4,
712,HAI,5,,7,3,2,2,2,1,1,0,,0,0,0,1,0,0,2,12,
738,HAI,5,,6,2,2,2,2,1,1,1,.818181818181818,1,0,0,1,0,0,2,11,
740,HAI,5,,7,1,2,2,1,1,0,1,,0,0,0,0,0,0,2,11,
744,HAI,5,,7,1,2,2,1,1,1,1,.636363636363636,0,1,0,1,1,1,2,12,0
761,HAI,6,,7,1,2,2,1,0,1,1,.545454545454545,1,1,0,1,0,0,2,6,
791,HAI,6,,6,4,2,2,2,0,0,1,.545454545454545,0,0,0,0,0,0,2,3,
811,HAI,6,,7,1,2,2,1,0,1,1,.636363636363636,1,0,0,1,0,0,2,8,
835,HAI,7,,6,1,1,2,1,1,1,1,.818181818181818,1,1,1,1,1,0,2,20,
848,HAI,7,,6,1,2,2,1,0,1,1,.545454545454545,1,1,1,1,0,0,2,48,
889,HAI,7,,7,4,2,2,2,1,1,0,.545454545454545,1,1,0,1,1,0,2,7,
896,HAI,8,,7,1,2,2,1,1,1,0,.454545454545455,0,1,0,1,0,0,2,5,
928,HAI,8,,7,4,2,2,2,1,0,0,.454545454545455,0,1,0,0,1,0,2,10,
967,HAI,9,,7,4,2,2,2,0,1,0,.545454545454545,1,1,0,1,0,0,2,5,
969,HAI,9,,7,2,2,2,2,0,1,1,.636363636363636,0,1,0,1,0,0,2,11,
985,HAI,9,,7,2,2,2,2,0,1,0,.545454545454545,1,0,0,1,0,0,2,1,
986,HAI,9,,7,1,2,2,1,0,1,0,.454545454545455,1,0,0,1,0,1,2,3,6
1002,HAI,9,,6,4,1,2,2,1,1,0,.636363636363636,0,1,1,1,1,1,2,9,0
1034,HAI,9,,7,1,2,2,1,0,1,1,,0,1,0,1,0,1,2,3,9
1039,HAI,10,,6,4,2,2,2,1,1,1,.909090909090909,1,1,0,1,0,1,2,11,0
1060,HAI,10,,3,3,1,1,2,0,1,1,.909090909090909,1,1,1,1,1,0,2,34,
1063,HAI,10,,5,1,1,2,1,1,1,1,.909090909090909,1,1,1,1,0,0,2,51,
2061,HAI,1,,6,3,1,2,2,1,1,0,,0,1,0,0,0,0,2,6,
2112,HAI,4,,6,3,1,2,2,1,1,0,,1,0,0,1,0,1,2,4,4
2120,HAI,6,,7,4,2,2,2,1,1,0,.363636363636364,0,0,0,0,0,0,2,3,
2122,HAI,6,,6,4,1,2,2,0,0,0,,0,0,0,1,0,0,2,8,
2160,HAI,9,,5,3,2,2,2,0,1,0,.363636363636364,0,1,0,1,1,0,2,5,
3063,HAI,8,,6,1,2,2,1,0,0,0,,0,1,0,0,0,0,2,1,
60035,SEN,13,2,1,1,1,1,1,1,1,0,.727272727272727,1,1,1,0,1,1,2,107,9998
60040,SEN,1,2,2,3,1,2,2,1,1,0,.181818181818182,0,1,0,0,0,0,2,5,
60059,SEN,4,3,2,2,1,2,2,1,1,0,.454545454545455,0,1,0,0,0,0,2,1,
60124,SEN,1,2,3,1,1,2,1,1,1,0,.545454545454545,0,0,0,1,1,0,2,12,
60127,SEN,1,2,3,1,1,2,1,1,1,1,.818181818181818,1,1,0,1,0,0,2,13,
60129,SEN,1,2,3,1,1,2,1,1,1,1,.818181818181818,1,1,0,1,0,0,2,12,
60135,SEN,1,2,3,1,1,2,1,1,1,1,.636363636363636,1,1,0,1,0,0,2,9,
60137,SEN,2,3,3,1,1,2,1,0,1,1,.454545454545455,0,1,0,0,0,0,2,1,
60142,SEN,2,3,3,1,1,2,1,0,1,1,.545454545454545,0,1,0,1,0,0,2,5,
60157,SEN,3,3,3,1,1,2,1,0,1,1,.454545454545455,0,1,0,0,0,0,2,2,
60162,SEN,3,3,3,1,1,2,1,1,1,1,.636363636363636,1,1,0,1,0,0,2,5,
60171,SEN,3,3,3,1,1,2,1,1,1,1,.727272727272727,1,1,0,1,0,0,2,5,
60174,SEN,3,3,3,1,1,2,1,1,1,1,.636363636363636,0,1,0,1,0,0,2,3,
60183,SEN,4,3,3,1,1,2,1,1,1,0,.545454545454545,0,1,0,1,1,0,2,16,
60185,SEN,4,3,3,1,1,2,1,1,1,0,.363636363636364,0,1,0,1,1,0,2,14,
60187,SEN,4,3,3,1,1,2,1,1,1,0,.545454545454545,0,1,0,1,1,0,2,8,
60190,SEN,4,3,3,1,1,2,1,1,1,0,.454545454545455,0,1,0,1,1,0,2,26,
60202,SEN,5,3,3,1,1,2,1,1,1,0,.454545454545455,0,1,0,1,0,0,2,25,
60217,SEN,6,4,3,2,1,2,2,0,1,1,.636363636363636,0,1,0,1,0,0,2,2,
60223,SEN,6,4,3,1,1,2,1,1,1,0,.545454545454545,0,1,1,1,1,0,2,19,
60235,SEN,7,4,3,1,1,2,1,1,1,0,.363636363636364,0,1,0,1,1,0,2,10,
60241,SEN,8,1,3,1,2,2,1,1,1,0,.454545454545455,0,1,0,1,1,0,2,38,
60247,SEN,8,1,3,1,1,2,1,1,0,1,.454545454545455,0,1,0,1,1,0,2,26,
60256,SEN,8,1,3,1,1,2,1,1,1,0,.454545454545455,0,1,0,1,1,0,2,18,
60257,SEN,9,1,3,1,1,2,1,1,1,0,.363636363636364,0,1,0,1,1,0,2,11,
60258,SEN,9,1,3,1,1,2,1,1,1,1,.545454545454545,1,1,0,1,1,0,2,12,
60277,SEN,10,1,3,1,1,2,1,0,1,0,.272727272727273,0,1,0,1,1,0,2,17,
60280,SEN,10,1,3,1,1,2,1,1,1,0,.363636363636364,0,1,0,1,1,0,2,6,
60284,SEN,10,1,3,1,1,2,1,0,1,0,.363636363636364,1,1,0,1,1,0,2,9,
60289,SEN,10,1,3,1,1,2,1,1,1,1,.636363636363636,0,1,0,1,1,0,2,44,
60292,SEN,10,1,3,1,1,2,1,1,1,1,.636363636363636,0,1,0,1,1,0,2,9,
60293,SEN,10,1,3,1,1,2,1,1,1,1,.727272727272727,1,1,0,1,1,0,2,8,
60297,SEN,11,4,3,1,1,2,1,1,1,1,.727272727272727,1,1,0,1,0,0,2,4,
60298,SEN,11,4,3,1,1,2,1,1,1,1,.636363636363636,0,1,0,1,0,0,2,8,
60301,SEN,11,4,3,2,1,2,2,1,1,1,.818181818181818,1,1,0,1,0,0,2,10,
60309,SEN,12,4,3,1,1,2,1,1,1,0,.181818181818182,0,1,0,1,1,0,2,4,
60319,SEN,12,4,3,1,1,2,1,0,1,1,.272727272727273,0,1,1,1,1,0,2,4,
60320,SEN,12,4,3,1,1,2,1,1,1,1,.545454545454545,0,1,1,1,1,0,2,16,
60337,SEN,13,2,3,1,1,2,1,1,1,1,.727272727272727,1,1,0,1,0,0,2,3,
60355,SEN,14,4,3,1,1,2,1,1,1,1,.727272727272727,1,1,0,0,0,0,2,3,
60361,SEN,14,4,3,1,1,2,1,1,1,1,.818181818181818,1,1,0,1,0,0,2,4,
60374,SEN,14,4,3,1,1,2,1,1,1,1,.818181818181818,1,1,0,1,0,0,2,3,
60377,SEN,14,4,3,2,1,2,2,1,1,0,.636363636363636,1,1,0,0,0,0,2,2,
60386,SEN,3,3,4,1,2,2,1,1,1,1,,,0,,1,0,0,2,,
60389,SEN,3,3,4,1,2,2,1,1,1,1,,,0,,1,0,0,2,,
60400,SEN,5,3,4,1,2,2,1,1,1,0,,,0,,1,0,0,2,,
60460,SEN,14,4,4,1,2,2,1,1,1,1,,,0,,1,0,0,2,,
10111,BAN,1,,11,3,2,2,2,1,1,0,.727272727272727,1,0,,,1,1,20,27,400
10060,BAN,1,,10,4,1,2,2,1,1,1,.727272727272727,1,1,,,0,1,20,44,134
10062,BAN,1,,10,4,1,2,2,1,1,0,.727272727272727,1,1,,,0,1,20,14,109
10063,BAN,1,,10,4,1,2,2,1,1,0,.727272727272727,1,0,,,0,1,20,11,44
10318,BAN,2,,10,4,1,2,2,1,1,0,.272727272727273,0,1,,,0,1,20,46,9998
10354,BAN,2,,10,4,1,2,2,1,0,0,.454545454545455,0,0,,,0,1,20,63,105
10376,BAN,2,,10,4,1,2,2,1,0,0,.545454545454545,0,1,,,1,1,20,19,132
10448,BAN,2,,10,4,1,2,2,1,1,0,.636363636363636,1,0,,,1,1,20,46,235
10451,BAN,2,,10,4,1,2,2,1,1,0,.636363636363636,1,0,,,0,1,20,35,90
10481,BAN,2,,10,4,1,2,2,1,1,1,1,1,0,,,1,1,20,23,65
10500,BAN,2,,10,4,2,2,2,1,1,0,.454545454545455,0,0,,,0,1,20,17,65
10550,BAN,2,,10,4,2,2,2,1,1,0,.636363636363636,1,1,,,1,1,20,69,394
10554,BAN,2,,10,4,1,2,2,0,1,0,.636363636363636,1,0,,,1,1,20,49,104
10555,BAN,2,,10,4,1,2,2,1,0,0,.0909090909090909,0,0,,,1,1,20,79,185
10557,BAN,2,,10,4,1,2,2,1,1,0,.636363636363636,1,0,,,1,1,20,20,129
10570,BAN,3,,10,4,1,2,2,0,0,0,.272727272727273,0,1,,,1,1,20,44,16
10581,BAN,3,,10,4,1,2,2,0,1,0,.636363636363636,1,0,,,1,1,20,115,250
10582,BAN,3,,2,1,2,1,1,1,0,1,.545454545454545,0,1,,,1,1,20,40,229
10820,BAN,4,,10,4,1,2,2,1,1,0,.363636363636364,0,0,,,1,1,20,57,278
10841,BAN,4,,10,4,1,2,2,0,1,0,.363636363636364,0,1,,,1,1,20,52,60
10915,BAN,4,,10,4,1,2,2,1,1,1,.818181818181818,0,0,,,0,1,20,33,150
10595,BAN,3,,10,4,1,2,2,0,0,0,.454545454545455,0,1,,,0,1,20,37,35
10607,BAN,3,,10,4,1,2,2,0,1,0,.636363636363636,1,0,,,1,1,20,48,262
10620,BAN,3,,11,2,1,2,1,0,1,1,.818181818181818,1,0,,,0,1,20,18,80
10640,BAN,3,,2,1,1,1,1,0,1,0,.181818181818182,0,1,,,1,1,20,31,56
11056,BAN,5,,10,4,1,2,2,1,1,0,.727272727272727,1,0,,,1,1,20,41,177
11057,BAN,5,,10,4,1,2,2,1,1,0,.545454545454545,0,1,,,1,1,20,44,185
11215,BAN,6,,10,4,1,2,2,1,1,1,1,1,0,,,1,1,20,18,172
