facil,country,region,zone,region_code,region_name,latnum,longnum,factype,mga,ftype,factype2,ownership,water_source,soapwater,st_precautions,tbservice,hivcare,meetings,quality,inpatient,numberbeds,total_full,outpatients,cumulative_cases,cumulative_deaths
10751,BAN,3,,3,Dhaka,0,0,6,1,2,2,1,f,t,f,t,,,f,f,,2,,377073,5500
10752,BAN,3,,3,Dhaka,24.040393,90.066727,8,1,2,2,1,t,t,t,t,,,t,f,,2,,377073,5500
10753,BAN,3,,3,Dhaka,24.048508,89.89224,5,1,2,2,1,f,t,t,t,,,t,f,,6,,377073,5500
10754,BAN,3,,3,Dhaka,24.21219,90.137352,8,1,2,2,1,f,t,f,t,,,t,f,,5,,377073,5500
10755,BAN,3,,3,Dhaka,24.26335,89.925252,1,1,1,1,1,t,t,t,t,,,t,t,220,177,6121,377073,5500
10756,BAN,3,,3,Dhaka,24.245593,89.913378,3,1,1,2,1,f,t,f,f,,,t,t,2,3,56,377073,5500
10757,BAN,3,,3,Dhaka,24.280262,89.954112,5,1,2,2,1,t,f,t,f,,,t,f,,3,,377073,5500
10758,BAN,3,,3,Dhaka,24.221647,89.978405,6,1,2,2,1,t,t,t,f,,,f,f,,6,,377073,5500
10759,BAN,3,,3,Dhaka,24.192063,89.8918,8,1,2,2,1,t,t,t,f,,,f,f,,3,,377073,5500
10760,BAN,3,,3,Dhaka,24.24842,89.914,10,4,1,2,2,t,t,t,f,,,f,t,44,52,225,377073,5500
10761,BAN,4,,4,Khulna,22.66724,89.789187,1,1,1,1,1,t,t,f,t,,,t,t,100,83,1519,377073,5500
10762,BAN,4,,4,Khulna,22.657817,89.79219,3,1,1,2,1,t,t,f,f,,,t,t,0,3,1980,377073,5500
10763,BAN,4,,4,Khulna,22.676677,89.813845,4,1,2,2,1,t,t,f,f,,,f,f,,1,,377073,5500
10764,BAN,4,,4,Khulna,22.695267,89.759465,8,1,2,2,1,,t,t,t,,,t,f,,4,,377073,5500
10765,BAN,4,,4,Khulna,22.777725,89.701083,2,1,1,1,1,t,t,t,t,,,t,t,39,45,878,377073,5500
10766,BAN,4,,4,Khulna,22.738113,89.714,4,1,2,2,1,t,t,t,t,,,t,t,0,2,0,377073,5500
10767,BAN,4,,4,Khulna,22.754933,89.732825,8,1,2,2,1,f,t,t,f,,,f,f,,3,,377073,5500
10768,BAN,4,,4,Khulna,22.84706,89.758028,4,1,2,2,1,f,t,t,f,,,f,f,,5,,377073,5500
10769,BAN,4,,4,Khulna,0,0,8,1,2,2,1,t,t,t,f,,,f,f,,2,,377073,5500
10770,BAN,4,,4,Khulna,22.456028,89.864927,2,1,1,1,1,t,t,t,t,,,t,t,21,41,1486,377073,5500
10771,BAN,4,,4,Khulna,22.446192,89.854847,4,1,2,2,1,f,t,t,t,,,f,f,,2,,377073,5500
10772,BAN,4,,4,Khulna,22.370243,89.85651,8,1,2,2,1,f,t,t,f,,,f,f,,3,,377073,5500
10773,BAN,4,,4,Khulna,22.522218,89.653548,4,1,2,2,1,t,f,f,t,,,f,f,,1,,377073,5500
10774,BAN,4,,4,Khulna,22.614148,89.617697,8,1,2,2,1,f,t,t,t,,,f,f,,2,,377073,5500
10775,BAN,4,,4,Khulna,23.78868,88.903033,2,1,2,1,1,t,t,t,t,,,t,t,25,41,715,377073,5500
10776,BAN,4,,4,Khulna,23.707238,88.984473,5,1,2,2,1,t,t,t,f,,,t,f,,2,,377073,5500
10777,BAN,4,,4,Khulna,23.762107,88.815898,8,1,2,2,1,t,t,f,t,,,t,f,,3,,377073,5500
10778,BAN,4,,4,Khulna,23.635495,88.84702,1,1,1,1,1,t,t,f,t,,,t,t,80,94,1034,377073,5500
10779,BAN,4,,4,Khulna,23.642362,88.851207,3,1,1,2,1,t,f,t,t,,,t,t,0,2,55,377073,5500
10780,BAN,4,,4,Khulna,23.602322,88.885875,5,1,2,2,1,t,t,f,t,,,f,f,0,3,,377073,5500
10781,BAN,4,,4,Khulna,23.556782,88.86327,6,1,2,2,1,t,t,t,f,,,t,f,,2,,377073,5500
10782,BAN,4,,4,Khulna,23.660858,88.88297,8,1,2,2,1,t,f,t,t,,,t,f,,3,,377073,5500
10783,BAN,4,,4,Khulna,23.518147,88.753757,4,1,2,2,1,t,t,f,f,,,t,f,,0,,377073,5500
10784,BAN,4,,4,Khulna,23.493235,88.84128,6,1,2,2,1,t,t,f,t,,,f,f,,1,,377073,5500
10785,BAN,4,,4,Khulna,23.482918,88.92101,8,1,2,2,1,t,t,f,t,,,t,f,,2,,377073,5500
10786,BAN,4,,4,Khulna,23.022153,89.395645,2,1,1,1,1,t,t,f,t,,,f,t,40,53,888,377073,5500
10787,BAN,4,,4,Khulna,23.048322,89.419363,8,1,2,2,1,f,t,f,t,,,f,f,,3,,377073,5500
10788,BAN,4,,4,Khulna,23.256302,89.345243,4,1,2,2,1,t,t,t,t,,,f,f,,6,,377073,5500
10789,BAN,4,,4,Khulna,23.275168,89.08238,8,1,2,2,1,t,t,t,t,,,t,f,,2,,377073,5500
10790,BAN,4,,4,Khulna,23.104448,89.109168,2,1,1,1,1,t,t,f,t,,,f,t,36,40,422,377073,5500
10791,BAN,4,,4,Khulna,23.062213,89.012798,4,1,2,2,1,t,t,t,f,,,f,f,,2,,377073,5500
10792,BAN,4,,4,Khulna,23.171933,89.03385,6,1,2,2,1,,,,,,,,,,,,377073,5500
10793,BAN,4,,4,Khulna,23.048283,89.02411,8,1,2,2,1,t,t,f,t,,,f,f,,3,,377073,5500
10794,BAN,4,,4,Khulna,22.925815,89.170183,8,1,2,2,1,f,t,t,t,,,f,f,,3,,377073,5500
10795,BAN,4,,4,Khulna,23.168365,89.209125,1,1,1,1,1,t,t,f,t,,,t,t,261,210,9990,377073,5500
10796,BAN,4,,4,Khulna,23.162647,89.206108,3,1,1,2,1,t,t,t,f,,,t,t,0,5,55,377073,5500
10797,BAN,4,,4,Khulna,23.151355,89.170833,4,1,2,2,1,t,t,f,f,,,t,t,2,2,1,377073,5500
10798,BAN,4,,4,Khulna,23.204563,89.195375,8,1,2,2,1,f,t,f,t,,,f,f,,3,,377073,5500
10799,BAN,4,,4,Khulna,23.17245,89.213737,9,3,1,2,2,t,t,t,t,,,t,f,,4,,377073,5500
10800,BAN,4,,4,Khulna,23.168435,89.210363,10,4,1,2,2,t,t,f,t,,,f,t,15,30,116,377073,5500
10801,BAN,4,,4,Khulna,23.168075,89.209258,10,4,1,2,2,t,t,f,t,,,f,t,30,56,203,377073,5500
10802,BAN,4,,4,Khulna,23.167672,89.209652,10,4,1,2,2,t,t,f,t,,,t,t,50,34,38,377073,5500
10803,BAN,4,,4,Khulna,23.16899,89.213093,10,4,1,2,2,t,t,f,t,,,t,t,14,131,45,377073,5500
10804,BAN,4,,4,Khulna,23.162562,89.207238,10,4,1,2,2,t,t,f,t,,,t,t,40,30,56,377073,5500
10805,BAN,4,,4,Khulna,22.931077,89.51047,6,1,2,2,1,,,,,,,,,,,,377073,5500
10806,BAN,4,,4,Khulna,23.065048,89.279708,4,1,2,2,1,f,t,t,t,,,f,f,,2,,377073,5500
10807,BAN,4,,4,Khulna,23.023113,89.120608,8,1,2,2,1,t,t,f,t,,,f,f,,1,,377073,5500
10808,BAN,4,,4,Khulna,22.959125,88.895232,4,1,2,2,1,t,f,f,t,,,f,f,,1,,377073,5500
10809,BAN,4,,4,Khulna,23.131872,88.956925,6,1,2,2,1,t,f,f,t,,,f,f,,1,,377073,5500
10810,BAN,4,,4,Khulna,23.113183,88.91543,8,1,2,2,1,t,t,t,t,,,t,f,,2,,377073,5500
10811,BAN,4,,4,Khulna,23.648862,89.044157,2,1,1,1,1,t,t,f,t,,,t,t,40,36,858,377073,5500
10812,BAN,4,,4,Khulna,0,0,5,1,2,2,1,t,f,f,f,,,t,f,,6,,377073,5500
10813,BAN,4,,4,Khulna,23.57964,89.12398,8,1,2,2,1,t,t,f,f,,,f,f,,3,,377073,5500
10814,BAN,4,,4,Khulna,23.530173,89.172372,1,1,1,1,1,t,t,f,t,,,t,t,80,105,3254,377073,5500
10815,BAN,4,,4,Khulna,23.545,89.168873,3,1,1,2,1,t,t,f,f,,,f,t,0,1,16,377073,5500
10816,BAN,4,,4,Khulna,23.461985,89.296253,4,1,2,2,1,t,t,f,f,,,f,f,,3,,377073,5500
10817,BAN,4,,4,Khulna,23.490692,89.199725,5,1,2,2,1,t,f,f,f,,,f,f,,5,,377073,5500
10818,BAN,4,,4,Khulna,23.52696,89.020192,8,1,2,2,1,t,f,f,f,,,t,f,,3,,377073,5500
10819,BAN,4,,4,Khulna,23.544525,89.16757,9,3,1,2,2,t,t,f,f,,,t,f,,5,,377073,5500
10820,BAN,4,,4,Khulna,23.544828,89.164075,10,4,1,2,2,t,t,f,f,,,t,t,20,57,278,377073,5500
10821,BAN,4,,4,Khulna,23.37797,89.074672,4,1,2,2,1,t,f,f,f,,,f,f,,3,,377073,5500
10822,BAN,4,,4,Khulna,23.344072,89.178675,8,1,2,2,1,t,t,f,f,,,t,f,,2,,377073,5500
10823,BAN,4,,4,Khulna,23.488998,88.985867,6,1,2,2,1,t,f,f,t,,,f,f,,1,,377073,5500
10824,BAN,4,,4,Khulna,23.362028,88.924773,2,1,1,1,1,t,t,f,t,,,t,t,40,33,611,377073,5500
10825,BAN,4,,4,Khulna,23.281638,88.818597,5,1,2,2,1,t,f,f,f,,,t,t,2,1,2,377073,5500
10826,BAN,4,,4,Khulna,23.325427,88.75069,6,1,2,2,1,t,f,f,t,,,f,f,,1,,377073,5500
10827,BAN,4,,4,Khulna,23.302992,88.858913,8,1,2,2,1,t,t,t,t,,,f,f,,2,,377073,5500
10828,BAN,4,,4,Khulna,23.713207,89.265468,4,1,2,2,1,t,f,f,f,,,f,f,,6,,377073,5500
10829,BAN,4,,4,Khulna,23.611967,89.181202,5,1,2,2,1,t,t,f,f,,,t,f,,6,,377073,5500
10830,BAN,4,,4,Khulna,23.748378,89.221377,8,1,2,2,1,t,t,f,f,,,f,f,,3,,377073,5500
10831,BAN,4,,4,Khulna,22.450567,89.554745,8,1,2,2,1,t,t,f,t,,,f,f,,5,,377073,5500
10832,BAN,4,,4,Khulna,22.80995,89.411018,2,1,1,1,1,t,f,f,t,,,t,t,30,48,531,377073,5500
10833,BAN,4,,4,Khulna,22.769353,89.445937,4,1,2,2,1,t,f,f,f,,,t,f,,2,,377073,5500
10834,BAN,4,,4,Khulna,22.87844,89.402065,8,1,2,2,1,t,t,f,f,,,t,f,,2,,377073,5500
10835,BAN,4,,4,Khulna,22.926095,89.57808,4,1,2,2,1,f,t,f,t,,,f,f,,0,,377073,5500
10836,BAN,4,,4,Khulna,22.989988,89.566587,6,1,2,2,1,t,t,f,f,,,f,f,,1,,377073,5500
10837,BAN,4,,4,Khulna,22.840872,89.539285,11,3,1,2,2,t,t,f,t,,,t,t,378,185,9990,377073,5500
10838,BAN,4,,4,Khulna,22.854433,89.543288,9,2,1,2,1,t,t,t,f,,,t,t,10,15,125,377073,5500
10839,BAN,4,,4,Khulna,22.817248,89.567718,1,1,1,1,1,t,t,f,t,,,t,t,140,172,1816,377073,5500
10840,BAN,4,,4,Khulna,22.813202,89.563773,3,1,1,2,1,f,t,f,f,,,t,t,0,3,160,377073,5500
10841,BAN,4,,4,Khulna,22.810503,89.560803,10,4,1,2,2,f,t,f,t,,,t,t,20,52,60,377073,5500
10842,BAN,4,,4,Khulna,22.459585,89.310005,8,1,2,2,1,t,f,f,f,,,t,f,,3,,377073,5500
10843,BAN,4,,4,Khulna,22.561337,89.245267,3,1,1,2,1,t,f,f,f,,,t,f,,0,,377073,5500
10844,BAN,4,,4,Khulna,22.644893,89.301773,6,1,2,2,1,t,t,t,f,,,t,f,,2,,377073,5500
10845,BAN,4,,4,Khulna,22.528058,89.338578,8,1,2,2,1,t,f,f,f,,,t,f,,3,,377073,5500
10846,BAN,4,,4,Khulna,22.957125,89.480848,2,1,1,1,1,t,t,f,t,,,t,t,45,40,440,377073,5500
10847,BAN,4,,4,Khulna,22.951648,89.428092,4,1,2,2,1,t,t,f,t,,,f,f,,1,,377073,5500
10848,BAN,4,,4,Khulna,22.80858,89.638042,8,1,2,2,1,t,t,f,t,,,f,f,,2,,377073,5500
10849,BAN,4,,4,Khulna,22.838022,89.523565,9,2,1,2,1,t,t,t,f,,,t,f,,7,,377073,5500
10850,BAN,4,,4,Khulna,22.824553,89.539728,10,4,1,2,2,t,t,f,t,,,t,t,18,16,175,377073,5500
10851,BAN,4,,4,Khulna,22.833948,89.612883,6,1,2,2,1,f,t,f,t,,,f,f,,2,,377073,5500
10852,BAN,4,,4,Khulna,24.032172,89.005572,2,1,1,1,1,t,t,f,t,,,t,t,36,44,650,377073,5500
10853,BAN,4,,4,Khulna,24.029837,88.955585,8,1,2,2,1,t,t,f,f,,,f,f,,3,,377073,5500
10854,BAN,4,,4,Khulna,24.049597,88.761747,4,1,2,2,1,t,t,f,f,,,f,f,,3,,377073,5500
10855,BAN,4,,4,Khulna,23.953223,88.815477,5,1,2,2,1,t,t,f,f,,,f,f,,2,,377073,5500
10856,BAN,4,,4,Khulna,24.001117,88.88957,6,1,2,2,1,t,t,f,f,,,f,f,,1,,377073,5500
10857,BAN,4,,4,Khulna,24.056408,88.81991,8,1,2,2,1,t,t,f,f,,,f,f,,2,,377073,5500
10858,BAN,4,,4,Khulna,23.860713,89.301135,8,1,2,2,1,t,t,f,f,,,f,f,,3,,377073,5500
10859,BAN,4,,4,Khulna,23.85927,89.236223,3,1,1,2,1,t,t,f,f,,,f,t,10,4,39,377073,5500
10860,BAN,4,,4,Khulna,23.766142,89.186457,5,1,2,2,1,t,t,f,t,,,f,f,,1,,377073,5500
10861,BAN,4,,4,Khulna,23.889078,89.26743,6,1,2,2,1,t,t,f,f,,,f,f,,2,,377073,5500
10862,BAN,4,,4,Khulna,0,0,8,1,2,2,1,t,t,f,f,,,f,f,,2,,377073,5500
10863,BAN,4,,4,Khulna,23.80813,89.217948,9,3,2,2,2,t,t,f,f,,,f,f,,4,,377073,5500
10864,BAN,4,,4,Khulna,23.901757,89.123748,1,1,1,1,1,t,t,t,t,,,t,t,225,170,9990,377073,5500
10865,BAN,4,,4,Khulna,23.911793,89.125195,3,1,1,2,1,t,t,t,f,,,t,t,6,5,700,377073,5500
10866,BAN,4,,4,Khulna,23.789777,89.1052,4,1,2,2,1,t,t,f,t,,,f,f,,2,,377073,5500
10867,BAN,4,,4,Khulna,23.87314,89.076148,5,1,2,2,1,t,t,f,t,,,f,f,,2,,377073,5500
10868,BAN,4,,4,Khulna,0,0,8,1,2,2,1,t,f,f,f,,,f,f,,2,,377073,5500
10869,BAN,4,,4,Khulna,23.911812,89.1284,10,4,1,2,2,t,t,t,f,,,t,t,60,68,550,377073,5500
10870,BAN,4,,4,Khulna,23.903437,89.12645,10,4,1,2,2,t,t,f,f,,,f,t,10,15,70,377073,5500
10871,BAN,4,,4,Khulna,23.931275,88.996615,2,1,1,1,1,t,t,f,t,,,t,t,50,38,500,377073,5500
10872,BAN,4,,4,Khulna,23.930555,89.065003,3,1,1,2,1,,,,,,,,,,,,377073,5500
10873,BAN,4,,4,Khulna,23.959332,89.075193,5,1,2,2,1,t,t,f,f,,,f,f,,2,,377073,5500
10874,BAN,4,,4,Khulna,23.904943,88.929355,6,1,2,2,1,t,t,f,t,,,f,f,,3,,377073,5500
10875,BAN,4,,4,Khulna,23.486353,89.421225,10,4,2,2,2,t,t,f,f,,,f,t,8,32,60,377073,5500
10876,BAN,4,,4,Khulna,23.48663,89.422102,1,1,1,1,1,t,t,f,t,,,f,t,89,107,2886,377073,5500
10877,BAN,4,,4,Khulna,23.489018,89.42278,3,1,1,2,1,t,t,f,f,,,f,t,0,6,43,377073,5500
10878,BAN,4,,4,Khulna,23.444802,89.33194,4,1,2,2,1,f,f,f,f,,,f,f,,0,,377073,5500
10879,BAN,4,,4,Khulna,23.50146,89.405223,8,1,2,2,1,t,t,f,t,,,f,f,,2,,377073,5500
10880,BAN,4,,4,Khulna,23.33613,89.517248,5,1,2,2,1,f,t,f,t,,,f,f,0,1,,377073,5500
10881,BAN,4,,4,Khulna,23.396962,89.607005,6,1,2,2,1,,,,,,,,,,,,377073,5500
10882,BAN,4,,4,Khulna,23.382888,89.553333,8,1,2,2,1,f,t,f,t,,,t,f,,3,,377073,5500
10883,BAN,4,,4,Khulna,23.345978,89.336092,5,1,2,2,1,t,t,f,t,,,f,f,,2,,377073,5500
10884,BAN,4,,4,Khulna,0,0,8,1,2,2,1,t,f,f,t,,,f,f,,3,,377073,5500
10885,BAN,4,,4,Khulna,23.856423,88.651955,5,1,2,2,1,t,t,f,t,,,f,f,2,2,,377073,5500
10886,BAN,4,,4,Khulna,23.921063,88.85068,6,1,2,2,1,t,t,f,t,,,f,f,,3,,377073,5500
10887,BAN,4,,4,Khulna,23.817585,88.77758,8,1,2,2,1,t,t,f,t,,,f,f,,2,,377073,5500
10888,BAN,4,,4,Khulna,23.669307,88.603887,2,1,2,1,1,t,t,f,t,,,t,t,15,17,707,377073,5500
10889,BAN,4,,4,Khulna,23.778542,88.64271,1,1,1,1,1,f,t,f,t,,,t,t,228,73,2954,377073,5500
10890,BAN,4,,4,Khulna,23.767228,88.633447,3,1,1,2,1,t,t,f,t,,,t,t,0,4,8,377073,5500
10891,BAN,4,,4,Khulna,23.864617,88.641342,6,1,2,2,1,t,t,f,t,,,f,f,,3,,377073,5500
10892,BAN,4,,4,Khulna,23.786948,88.617882,8,1,2,2,1,t,t,f,t,,,f,f,,3,,377073,5500
10893,BAN,4,,4,Khulna,23.772268,88.639903,9,3,1,2,2,f,t,t,f,,,f,f,,5,,377073,5500
10894,BAN,4,,4,Khulna,23.065937,89.571683,4,1,2,2,1,,t,f,f,,,t,f,,0,,377073,5500
10895,BAN,4,,4,Khulna,23.018848,89.652642,8,1,2,2,1,t,t,f,t,,,t,f,,2,,377073,5500
10896,BAN,4,,4,Khulna,23.240725,89.534797,4,1,2,2,1,,,,,,,,,,,,377073,5500
10897,BAN,4,,4,Khulna,23.171695,89.499557,1,1,1,1,1,t,t,f,t,,,t,t,74,94,1774,377073,5500
10898,BAN,4,,4,Khulna,23.172292,89.511005,3,1,1,2,1,t,t,f,f,,,t,t,0,4,32,377073,5500
10899,BAN,4,,4,Khulna,23.183793,89.586843,8,1,2,2,1,t,t,f,f,,,t,f,,3,,377073,5500
10900,BAN,4,,4,Khulna,22.54752,89.232738,4,1,2,2,1,t,t,t,f,,,t,f,,1,,377073,5500
10901,BAN,4,,4,Khulna,22.598013,89.25385,5,1,2,2,1,t,t,t,t,,,f,f,,3,,377073,5500
10902,BAN,4,,4,Khulna,22.570308,89.136165,8,1,2,2,1,t,t,f,f,,,t,f,,3,,377073,5500
10903,BAN,4,,4,Khulna,22.553983,88.96025,6,1,2,2,1,t,t,f,f,,,f,f,,2,,377073,5500
10904,BAN,4,,4,Khulna,22.860237,89.036482,2,1,1,1,1,t,f,f,t,,,t,t,38,40,408,377073,5500
10905,BAN,4,,4,Khulna,22.906285,88.934778,5,1,2,2,1,t,f,t,f,,,t,f,,1,,377073,5500
10906,BAN,4,,4,Khulna,22.886973,88.93426,8,1,2,2,1,f,t,f,t,,,t,f,,2,,377073,5500
10907,BAN,4,,4,Khulna,22.513727,89.016407,3,1,2,2,1,t,t,t,f,,,f,f,,5,,377073,5500
10908,BAN,4,,4,Khulna,22.394015,89.07438,4,1,2,2,1,t,t,t,f,,,f,f,,1,,377073,5500
10909,BAN,4,,4,Khulna,22.417898,89.06442,8,1,2,2,1,t,t,t,f,,,f,f,,3,,377073,5500
10910,BAN,4,,4,Khulna,22.51666,89.017718,10,4,1,2,2,t,t,t,f,,,t,t,25,36,9998,377073,5500
10911,BAN,4,,4,Khulna,22.722497,89.06825,1,1,1,1,1,t,t,t,t,,,t,t,100,135,1700,377073,5500
10912,BAN,4,,4,Khulna,22.711595,89.07429,3,1,1,2,1,t,t,t,f,,,f,t,5,11,500,377073,5500
10913,BAN,4,,4,Khulna,22.620552,89.101187,5,1,2,2,1,t,t,t,f,,,f,f,,1,,377073,5500
10914,BAN,4,,4,Khulna,22.821922,89.045757,8,1,2,2,1,t,t,f,f,,,f,f,,3,,377073,5500
10915,BAN,4,,4,Khulna,22.722287,89.070052,10,4,1,2,2,t,t,t,f,,,f,t,20,33,150,377073,5500
10916,BAN,4,,4,Khulna,22.378413,89.14796,4,1,2,2,1,t,t,t,f,,,f,f,,1,,377073,5500
10917,BAN,4,,4,Khulna,22.24285,89.063545,5,1,2,2,1,t,t,t,f,,,f,f,,2,,377073,5500
10918,BAN,4,,4,Khulna,22.313275,89.054355,8,1,2,2,1,t,t,t,f,,,f,f,,3,,377073,5500
10919,BAN,4,,4,Khulna,22.750777,89.259748,2,1,2,1,1,t,f,f,t,,,t,t,46,36,397,377073,5500
10920,BAN,4,,4,Khulna,22.649818,88.992737,6,1,2,2,1,t,t,f,f,,,f,f,,1,,377073,5500
10921,BAN,4,,4,Khulna,22.391003,89.015462,6,1,2,2,1,t,t,t,f,,,f,f,,2,,377073,5500
10922,BAN,4,,4,Khulna,22.738782,89.23566,8,1,2,2,1,t,t,f,f,,,t,f,,2,,377073,5500
10923,BAN,5,,5,Rajshahi,24.822675,89.044262,2,1,2,1,1,t,t,f,t,,,t,t,48,45,382,377073,5500
10924,BAN,5,,5,Rajshahi,24.82861,89.074643,6,1,2,2,1,t,t,t,t,,,t,f,,1,,377073,5500
10925,BAN,5,,5,Rajshahi,24.82267,89.003752,8,1,2,2,1,f,f,t,t,,,f,f,,2,,377073,5500
10926,BAN,5,,5,Rajshahi,24.83615,89.374435,1,1,1,1,1,t,f,t,t,,,f,t,210,237,274,377073,5500
10927,BAN,5,,5,Rajshahi,24.841037,89.37782,3,1,1,2,1,t,t,t,f,,,t,t,0,5,9998,377073,5500
10928,BAN,5,,5,Rajshahi,24.857088,89.402492,4,1,2,2,1,t,t,t,f,,,t,f,0,3,,377073,5500
10929,BAN,5,,5,Rajshahi,24.829265,89.378925,9,3,1,2,2,t,t,t,f,,,t,f,0,9,,377073,5500
10930,BAN,5,,5,Rajshahi,24.90742,89.354267,10,4,1,2,2,,,,,,,,,,,,377073,5500
10931,BAN,5,,5,Rajshahi,24.833567,89.375907,10,4,1,2,2,t,t,f,t,,,t,t,52,129,550,377073,5500
10932,BAN,5,,5,Rajshahi,24.843502,89.374065,10,4,1,2,2,t,t,f,t,,,t,t,52,130,565,377073,5500
10933,BAN,5,,5,Rajshahi,24.837793,89.375723,10,4,1,2,2,f,t,f,t,,,t,t,15,25,129,377073,5500
10934,BAN,5,,5,Rajshahi,24.791255,89.561418,8,1,2,2,1,t,t,t,t,,,f,f,,3,,377073,5500
10935,BAN,5,,5,Rajshahi,24.87432,89.180277,3,1,2,2,1,t,t,t,f,,,t,f,0,5,,377073,5500
10936,BAN,5,,5,Rajshahi,24.895878,89.11828,4,1,2,2,1,t,t,f,t,,,f,f,,1,,377073,5500
10937,BAN,5,,5,Rajshahi,24.878108,89.44888,2,1,1,1,1,t,t,t,t,,,t,t,50,72,372,377073,5500
10938,BAN,5,,5,Rajshahi,24.802023,89.494715,6,1,2,2,1,t,t,t,t,,,t,f,,1,,377073,5500
10939,BAN,5,,5,Rajshahi,24.851122,89.54019,8,1,2,2,1,t,t,t,t,,,t,f,,3,,377073,5500
10940,BAN,5,,5,Rajshahi,24.871937,89.198017,4,1,2,2,1,f,f,f,t,,,f,f,12,2,,377073,5500
10941,BAN,5,,5,Rajshahi,24.875823,89.308135,8,1,2,2,1,f,t,f,t,,,f,f,,3,,377073,5500
10942,BAN,5,,5,Rajshahi,24.688968,89.182772,3,1,2,2,1,t,t,t,t,,,f,t,0,0,0,377073,5500
10943,BAN,5,,5,Rajshahi,24.64472,89.253005,4,1,1,2,1,t,t,t,f,,,f,t,0,1,0,377073,5500
10944,BAN,5,,5,Rajshahi,24.94873,89.556275,4,1,2,2,1,,t,t,t,,,t,f,,2,,377073,5500
10945,BAN,5,,5,Rajshahi,24.79607,89.594975,6,1,2,2,1,,f,f,f,,,f,f,,1,,377073,5500
10946,BAN,5,,5,Rajshahi,24.805362,89.571412,8,1,2,2,1,t,t,f,t,,,f,f,,3,,377073,5500
10947,BAN,5,,5,Rajshahi,24.772083,89.36989,2,1,2,1,1,f,t,f,t,,,t,t,29,42,156,377073,5500
10948,BAN,5,,5,Rajshahi,24.56047,89.499555,4,1,2,2,1,t,t,f,f,,,f,f,,5,,377073,5500
10949,BAN,5,,5,Rajshahi,24.649152,89.428168,8,1,2,2,1,f,t,f,t,,,f,f,,3,,377073,5500
10950,BAN,5,,5,Rajshahi,25.062767,89.405848,4,1,2,2,1,t,t,f,f,,,t,f,,1,,377073,5500
10951,BAN,5,,5,Rajshahi,25.036927,89.497277,2,1,1,1,1,t,t,t,t,,,t,t,46,39,364,377073,5500
10952,BAN,5,,5,Rajshahi,25.012845,89.480863,8,1,2,2,1,t,t,f,t,,,f,f,,3,,377073,5500
10953,BAN,5,,5,Rajshahi,25.094967,89.042488,1,1,1,1,1,t,t,t,t,,,t,t,115,118,7279,377073,5500
10954,BAN,5,,5,Rajshahi,25.105185,89.028697,3,1,1,2,1,t,t,f,f,,,f,t,0,6,40,377073,5500
10955,BAN,5,,5,Rajshahi,25.111352,88.958018,4,1,2,2,1,f,t,f,f,,,f,f,0,1,,377073,5500
10956,BAN,5,,5,Rajshahi,25.160273,88.951907,6,1,2,2,1,t,t,t,f,,,f,f,,1,,377073,5500
10957,BAN,5,,5,Rajshahi,25.055435,88.990067,8,1,2,2,1,t,f,t,f,,,f,f,,1,,377073,5500
10958,BAN,5,,5,Rajshahi,25.099345,89.035945,9,3,1,2,2,t,t,t,f,,,f,t,0,30,100,377073,5500
10959,BAN,5,,5,Rajshahi,25.100332,89.033793,10,4,1,2,2,t,t,t,f,,,f,t,5,24,150,377073,5500
10960,BAN,5,,5,Rajshahi,25.181333,89.000513,4,1,2,2,1,t,t,f,f,,,f,f,,2,,377073,5500
10961,BAN,5,,5,Rajshahi,25.221297,89.03657,8,1,2,2,1,t,t,f,f,,,f,f,,3,,377073,5500
10962,BAN,5,,5,Rajshahi,25.06217,89.164597,2,1,1,1,1,f,t,f,t,,,t,t,35,43,703,377073,5500
10963,BAN,5,,5,Rajshahi,24.906262,89.086475,3,1,2,2,1,f,t,f,f,,,f,f,1,2,,377073,5500
10964,BAN,5,,5,Rajshahi,24.657467,88.951503,5,1,2,2,1,,t,t,f,,,t,f,,1,,377073,5500
10965,BAN,5,,5,Rajshahi,24.657478,88.951142,6,1,2,2,1,,,,,,,,,,,,377073,5500
10966,BAN,5,,5,Rajshahi,24.960792,88.905775,2,1,2,1,1,t,t,f,t,,,t,t,47,62,689,377073,5500
10967,BAN,5,,5,Rajshahi,24.913847,88.912545,5,1,2,2,1,,t,f,t,,,t,f,,1,,377073,5500
10968,BAN,5,,5,Rajshahi,24.931837,88.974137,6,1,2,2,1,f,t,f,t,,,f,f,,2,,377073,5500
10969,BAN,5,,5,Rajshahi,24.937777,88.941927,8,1,2,2,1,,t,f,t,,,t,f,,3,,377073,5500
10970,BAN,5,,5,Rajshahi,24.967087,88.975203,9,3,2,2,2,,,,,,,,,,,,377073,5500
10971,BAN,5,,5,Rajshahi,25.07875,88.843157,5,1,2,2,1,,t,f,f,,,t,f,,1,,377073,5500
10972,BAN,5,,5,Rajshahi,25.052022,88.92553,5,1,2,2,1,t,t,t,t,,,f,f,,3,,377073,5500
10973,BAN,5,,5,Rajshahi,24.762543,88.743633,4,1,2,2,1,t,t,f,f,,,t,t,0,0,2,377073,5500
10974,BAN,5,,5,Rajshahi,24.799245,88.723808,5,1,2,2,1,t,t,f,f,,,t,t,0,1,2,377073,5500
