facil,country,region,zone,region_code,region_name,latnum,longnum,factype,mga,ftype,factype2,ownership,water_source,soapwater,st_precautions,tbservice,hivcare,meetings,quality,inpatient,numberbeds,total_full,outpatients,cumulative_cases,cumulative_deaths
951,DRC,91,,91,Kasai,-6.76156,21.15963,2,4,2,1,2,f,f,f,t,f,t,f,t,35,24,85,5118,90
952,DRC,91,,91,Kasai,,,5,3,2,2,2,f,t,f,f,f,f,f,f,,1,,5118,90
953,DRC,91,,91,Kasai,-6.42904,20.78749,5,3,1,2,2,f,f,f,f,f,t,t,f,6,6,,5118,90
954,DRC,91,,91,Kasai,-5.3091,21.52541,4,1,2,2,1,f,f,f,t,t,t,t,t,8,9,84,5118,90
955,DRC,91,,91,Kasai,-4.98709,21.3664,5,1,2,2,1,f,t,f,f,f,t,f,t,2,8,275,5118,90
956,DRC,91,,91,Kasai,-5.2184,21.42757,2,1,2,1,1,f,t,f,t,t,t,f,t,16,14,103,5118,90
957,DRC,91,,91,Kasai,-5.13376,21.64424,4,1,2,2,1,t,t,f,t,t,t,f,f,2,10,,5118,90
958,DRC,91,,91,Kasai,-4.85119,21.55892,2,1,2,1,1,f,t,f,t,t,t,t,t,75,53,201,5118,90
959,DRC,91,,91,Kasai,-4.85308,21.56592,2,1,2,1,1,f,t,f,t,t,t,f,t,60,21,36,5118,90
960,DRC,91,,91,Kasai,-5.45431,20.97434,2,4,2,1,2,f,f,t,t,f,t,t,t,39,21,83,5118,90
961,DRC,91,,91,Kasai,,,3,4,2,1,2,f,t,f,f,f,t,t,t,5,10,79,5118,90
962,DRC,91,,91,Kasai,-5.95948,20.43255,2,4,2,1,2,f,f,f,t,f,t,f,t,30,29,24,5118,90
963,DRC,91,,91,Kasai,-5.9957,20.55161,5,1,2,2,1,f,f,f,f,f,t,f,f,14,8,,5118,90
964,DRC,91,,91,Kasai,-6.41487,20.7823,5,4,1,2,2,f,t,t,f,f,t,f,f,5,12,,5118,90
965,DRC,91,,91,Kasai,-6.41618,20.79028,2,1,1,1,1,t,t,f,t,t,t,t,t,79,96,131,5118,90
966,DRC,91,,91,Kasai,-6.40931,20.77918,5,3,1,2,2,f,t,f,f,f,f,f,f,3,4,,5118,90
967,DRC,91,,91,Kasai,-6.42825,20.76245,4,4,1,2,2,f,t,f,t,t,t,f,t,17,18,9,5118,90
968,DRC,33,,33,Kwango,-5.29166,16.77651,2,4,2,1,2,,t,f,t,t,t,t,t,46,31,60,5118,90
969,DRC,33,,33,Kwango,-4.67985,16.7442,4,1,2,2,1,t,f,f,t,f,t,t,t,10,29,50,5118,90
970,DRC,33,,33,Kwango,-5.41412,16.59614,5,1,2,2,1,t,f,f,t,f,t,t,t,11,7,64,5118,90
971,DRC,33,,33,Kwango,-6.13126,18.15194,2,1,2,1,1,f,t,f,t,t,t,t,t,60,114,168,5118,90
972,DRC,33,,33,Kwango,-5.98002,18.26058,4,1,2,2,1,f,t,f,t,t,t,t,t,6,7,50,5118,90
973,DRC,33,,33,Kwango,0,0,4,4,2,2,2,t,t,f,t,f,t,t,t,43,14,53,5118,90
974,DRC,33,,33,Kwango,,,4,1,2,2,1,t,t,t,f,t,t,f,t,16,9,130,5118,90
975,DRC,33,,33,Kwango,,,4,1,2,2,1,f,t,t,f,f,t,t,t,8,6,17,5118,90
976,DRC,33,,33,Kwango,,,5,1,2,2,1,f,t,f,t,f,t,t,f,6,5,,5118,90
977,DRC,33,,33,Kwango,,,5,4,2,2,2,f,t,t,f,f,t,f,t,2,6,6,5118,90
978,DRC,33,,33,Kwango,-7.28897,18.97025,2,1,2,1,1,f,t,t,t,t,t,t,t,57,75,143,5118,90
979,DRC,33,,33,Kwango,-7.65055,18.49341,2,4,2,1,2,f,t,f,t,f,t,t,t,104,60,58,5118,90
980,DRC,33,,33,Kwango,,,5,1,2,2,1,f,t,f,f,f,t,t,f,3,5,,5118,90
981,DRC,33,,33,Kwango,-6.19866,17.12623,5,1,2,2,1,f,t,f,t,f,t,t,t,7,14,6,5118,90
982,DRC,33,,33,Kwango,-6.92166,16.91991,4,4,2,2,2,f,f,f,t,t,t,f,t,35,16,40,5118,90
983,DRC,33,,33,Kwango,-6.47875,16.81225,2,1,2,1,1,f,t,f,t,t,t,t,t,124,94,103,5118,90
984,DRC,33,,33,Kwango,-4.38397,17.70044,5,1,2,2,1,f,f,f,t,f,t,t,t,5,12,80,5118,90
985,DRC,33,,33,Kwango,-4.81891,17.392,2,4,1,1,2,f,t,t,t,t,t,t,t,76,92,396,5118,90
986,DRC,33,,33,Kwango,-4.46344,17.41396,4,1,2,2,1,f,t,t,t,t,t,t,t,57,53,98,5118,90
987,DRC,33,,33,Kwango,-4.79278,17.53031,4,1,2,2,1,t,f,f,t,t,t,t,t,18,28,95,5118,90
988,DRC,33,,33,Kwango,-5.1378,16.98776,3,4,2,1,2,t,t,t,t,t,t,t,t,67,25,54,5118,90
989,DRC,33,,33,Kwango,-5.67743,17.2129,5,1,2,2,1,f,f,f,t,f,t,t,f,4,9,,5118,90
990,DRC,33,,33,Kwango,-5.53857,17.44141,2,1,2,1,1,t,t,t,t,t,t,t,t,56,51,191,5118,90
991,DRC,33,,33,Kwango,,,5,1,2,2,1,f,f,f,t,f,t,t,t,9,6,15,5118,90
992,DRC,33,,33,Kwango,-6.24861,19.16137,4,1,2,2,1,f,t,f,t,t,f,f,t,15,18,76,5118,90
993,DRC,33,,33,Kwango,-6.25257,19.25206,2,4,2,1,2,f,t,t,t,t,t,t,t,40,16,67,5118,90
994,DRC,33,,33,Kwango,,,5,1,2,2,1,f,t,f,t,t,t,t,f,2,6,,5118,90
995,DRC,33,,33,Kwango,-6.86655,17.33572,2,1,2,1,1,f,t,t,t,t,t,t,t,50,46,46,5118,90
996,DRC,33,,33,Kwango,-6.76865,17.18516,4,1,2,2,1,f,t,t,t,t,t,t,t,9,10,5,5118,90
997,DRC,33,,33,Kwango,,,5,1,2,2,1,t,f,t,t,f,t,f,t,6,5,5,5118,90
998,DRC,33,,33,Kwango,-6.1427,17.63074,2,1,2,1,1,f,t,f,t,t,t,f,t,58,45,176,5118,90
999,DRC,33,,33,Kwango,-6.52368,17.48777,4,1,2,2,1,f,t,f,t,t,t,t,t,23,18,32,5118,90
1000,DRC,33,,33,Kwango,,,4,1,2,2,1,f,t,f,t,f,t,f,t,41,21,77,5118,90
1001,DRC,33,,33,Kwango,,,5,1,2,2,1,f,f,f,t,f,t,t,t,4,7,93,5118,90
1002,DRC,33,,33,Kwango,-7.19875,17.9427,2,1,2,1,1,f,t,f,t,t,t,t,t,53,74,106,5118,90
1003,DRC,33,,33,Kwango,-5.70961,16.57467,2,1,2,1,1,f,t,f,t,t,t,f,t,80,63,126,5118,90
1004,DRC,33,,33,Kwango,-5.66445,16.3001,2,1,2,1,1,t,f,t,t,t,t,t,t,10,13,14,5118,90
1005,DRC,33,,33,Kwango,,,5,1,2,2,1,f,f,f,t,t,t,f,f,,8,,5118,90
1006,DRC,33,,33,Kwango,-7.22284,17.55734,4,1,2,2,1,t,t,f,t,t,t,f,t,3,8,2,5118,90
1007,DRC,33,,33,Kwango,-7.38574,17.13403,4,1,2,2,1,f,f,f,t,f,t,f,t,5,13,20,5118,90
1008,DRC,33,,33,Kwango,-7.69206,17.33495,2,1,2,1,1,f,t,f,t,t,t,t,t,32,42,86,5118,90
1009,DRC,33,,33,Kwango,,,5,1,2,2,1,f,t,f,t,f,f,f,f,2,10,,5118,90
1010,DRC,33,,33,Kwango,-6.47352,17.32942,2,1,2,1,1,f,f,f,t,t,t,t,t,54,36,112,5118,90
1011,DRC,32,,32,Kwilu,-3.73377,17.95574,2,1,2,1,1,t,t,f,t,t,t,f,t,54,75,42,5118,90
1012,DRC,32,,32,Kwilu,-3.99258,18.7159,5,1,2,2,1,t,t,f,t,t,t,t,t,9,6,30,5118,90
1013,DRC,32,,32,Kwilu,-3.32558,17.37916,3,2,1,1,2,t,t,f,t,f,t,f,t,4,23,0,5118,90
1014,DRC,32,,32,Kwilu,-3.31764,17.38285,2,1,1,1,1,t,t,f,t,t,t,t,t,137,483,354,5118,90
1015,DRC,32,,32,Kwilu,-3.32611,17.38003,4,4,1,2,2,f,f,f,t,t,t,f,t,36,28,56,5118,90
1016,DRC,32,,32,Kwilu,,,5,1,2,2,1,f,t,t,t,t,t,t,f,3,8,,5118,90
1017,DRC,32,,32,Kwilu,-4.53728,18.59768,2,1,2,1,1,t,t,f,t,t,t,t,t,72,149,85,5118,90
1018,DRC,32,,32,Kwilu,-4.54507,18.92051,5,1,2,2,1,t,f,f,t,t,t,f,t,5,11,23,5118,90
1019,DRC,32,,32,Kwilu,-4.15902,18.35957,2,4,2,1,2,t,t,t,t,t,t,t,t,186,58,264,5118,90
1020,DRC,32,,32,Kwilu,-4.13615,18.75951,5,1,2,2,1,f,f,f,t,f,t,t,t,6,4,23,5118,90
1021,DRC,32,,32,Kwilu,0,0,5,1,2,2,1,t,f,f,t,f,t,f,t,4,5,4,5118,90
1022,DRC,32,,32,Kwilu,-5.73994,19.31521,2,1,2,1,1,f,f,f,t,f,t,f,t,74,170,83,5118,90
1023,DRC,32,,32,Kwilu,-5.73993,19.31521,4,4,2,2,2,f,t,f,t,f,t,f,t,72,10,15,5118,90
1024,DRC,32,,32,Kwilu,-4.7182,19.69233,5,1,2,2,1,t,t,f,t,f,t,f,t,3,9,392,5118,90
1025,DRC,32,,32,Kwilu,-4.44444,19.44444,3,3,2,1,2,t,t,f,t,f,t,f,t,10,22,52,5118,90
1026,DRC,32,,32,Kwilu,-4.97169,19.58946,2,1,2,1,1,t,t,f,t,t,t,t,t,112,200,195,5118,90
1027,DRC,32,,32,Kwilu,-4.16452,19.86431,5,1,2,2,1,t,t,f,t,t,t,f,t,3,12,2,5118,90
1028,DRC,32,,32,Kwilu,,,2,4,2,1,2,f,t,f,t,t,t,f,t,75,42,117,5118,90
1029,DRC,32,,32,Kwilu,-4.11904,17.21192,4,1,2,2,1,f,f,f,t,t,t,f,t,40,33,38,5118,90
1030,DRC,32,,32,Kwilu,-4.26519,17.71177,5,1,2,2,1,t,t,f,t,f,t,f,t,5,5,88,5118,90
1031,DRC,32,,32,Kwilu,-4.26258,17.17935,2,4,2,1,2,t,t,t,t,t,t,t,t,83,53,20,5118,90
1032,DRC,32,,32,Kwilu,-5.3539,18.82478,3,4,1,1,2,t,t,f,t,t,t,f,t,30,33,28,5118,90
1033,DRC,32,,32,Kwilu,-5.4695,18.80953,5,1,1,2,1,t,t,f,t,f,t,t,f,2,41,,5118,90
1034,DRC,32,,32,Kwilu,-5.4761,18.85092,5,4,2,2,2,f,t,t,f,f,t,f,t,6,11,84,5118,90
1035,DRC,32,,32,Kwilu,-5.4013,18.81594,2,1,1,1,1,f,t,t,t,t,t,t,t,284,529,312,5118,90
1036,DRC,32,,32,Kwilu,-5.5033,18.78138,5,4,1,2,2,f,t,f,t,f,f,f,t,3,6,36,5118,90
1037,DRC,32,,32,Kwilu,-5.6116,18.74833,2,4,1,1,2,t,t,f,t,t,t,t,t,89,79,134,5118,90
1038,DRC,32,,32,Kwilu,-5.6047,18.82385,4,4,2,2,2,f,t,f,t,t,t,t,t,70,42,131,5118,90
1039,DRC,32,,32,Kwilu,,,3,2,1,1,2,f,f,f,t,t,t,f,t,53,25,126,5118,90
1040,DRC,32,,32,Kwilu,-5.6992,18.84845,3,4,2,1,2,t,t,f,t,t,t,t,t,53,22,58,5118,90
1041,DRC,32,,32,Kwilu,-4.31851,19.3908,4,1,2,2,1,t,f,f,t,f,t,f,t,4,18,4,5118,90
1042,DRC,32,,32,Kwilu,-4.39999,19.30676,2,4,2,1,2,t,t,f,t,f,t,t,t,68,32,94,5118,90
1043,DRC,32,,32,Kwilu,,,5,1,2,2,1,f,t,f,t,t,t,f,t,3,4,147,5118,90
1044,DRC,32,,32,Kwilu,-5.50633,18.40986,2,4,2,1,2,f,t,f,t,t,t,t,t,89,49,124,5118,90
1045,DRC,32,,32,Kwilu,-5.74801,18.74269,4,1,2,2,1,f,t,f,t,t,t,t,t,10,6,178,5118,90
1046,DRC,32,,32,Kwilu,-5.38437,19.62267,4,1,2,2,1,t,f,f,t,t,t,f,t,35,20,9998,5118,90
1047,DRC,32,,32,Kwilu,-5.17534,19.37122,2,4,2,1,2,t,t,f,t,t,t,t,t,44,28,47,5118,90
1048,DRC,32,,32,Kwilu,-5.10411,19.94435,5,1,2,2,1,f,f,f,t,t,t,f,t,1,10,34,5118,90
1049,DRC,32,,32,Kwilu,-4.92599,19.4682,4,1,2,2,1,f,f,f,t,t,t,t,t,12,14,17,5118,90
1050,DRC,32,,32,Kwilu,-5.37925,18.91109,5,1,2,2,1,f,t,f,t,f,t,f,t,4,3,7,5118,90
1051,DRC,32,,32,Kwilu,-4.95895,18.57598,4,1,2,2,1,t,t,f,t,t,t,t,t,18,28,195,5118,90
1052,DRC,32,,32,Kwilu,-4.83617,18.72374,2,4,2,1,2,f,t,f,t,t,t,t,t,50,31,256,5118,90
1053,DRC,32,,32,Kwilu,-4.77254,17.89966,2,1,2,1,1,f,t,f,t,t,t,t,t,113,145,151,5118,90
1054,DRC,32,,32,Kwilu,-5.622,17.62697,4,4,2,2,2,f,f,f,f,f,f,f,t,5,8,10,5118,90
1055,DRC,32,,32,Kwilu,-4.74234,17.6953,5,1,2,2,1,f,t,f,t,f,t,f,t,5,11,18,5118,90
1056,DRC,32,,32,Kwilu,-4.79911,17.61877,4,4,2,2,2,f,t,t,t,t,t,t,t,10,21,291,5118,90
1057,DRC,32,,32,Kwilu,-5.51589,17.82292,4,1,2,2,1,f,t,f,t,t,t,t,t,40,37,178,5118,90
1058,DRC,32,,32,Kwilu,-5.41125,17.49223,2,4,2,1,2,f,t,f,t,t,t,t,t,30,42,245,5118,90
1059,DRC,32,,32,Kwilu,-5.51589,17.82292,5,1,2,2,1,f,t,f,t,f,t,f,f,1,9,,5118,90
1060,DRC,32,,32,Kwilu,-4.16198,19.8135,4,4,2,2,2,t,t,f,t,t,t,f,t,46,42,82,5118,90
1061,DRC,32,,32,Kwilu,-3.99224,18.95069,2,4,2,1,2,f,t,f,t,t,t,f,t,64,47,172,5118,90
1062,DRC,32,,32,Kwilu,-3.97727,18.72968,4,1,2,2,1,t,t,f,t,f,t,f,t,10,19,260,5118,90
1063,DRC,32,,32,Kwilu,-3.90224,19.10624,5,1,2,2,1,t,t,f,t,f,t,t,t,2,9,0,5118,90
1064,DRC,32,,32,Kwilu,-4.83596,18.1232,2,1,2,1,1,f,t,f,t,t,t,t,t,322,137,280,5118,90
1065,DRC,32,,32,Kwilu,-5.78841,19.96999,5,1,2,2,1,t,f,f,t,f,t,f,t,1,7,0,5118,90
1066,DRC,32,,32,Kwilu,-5.63377,19.78075,2,4,2,1,2,t,t,f,t,f,t,f,t,44,40,148,5118,90
1067,DRC,32,,32,Kwilu,-5.36129,19.22845,5,1,2,2,1,f,t,f,t,f,t,t,t,6,9,198,5118,90
1068,DRC,32,,32,Kwilu,-5.45511,19.171,2,1,2,1,1,f,t,f,t,f,t,t,t,20,27,140,5118,90
1069,DRC,32,,32,Kwilu,,,4,1,2,2,1,t,t,f,t,t,t,t,t,22,20,84,5118,90
1070,DRC,32,,32,Kwilu,-5.44244,18.34332,2,4,2,1,2,t,t,f,t,t,t,f,t,86,55,148,5118,90
1071,DRC,32,,32,Kwilu,,,5,1,2,2,1,f,t,f,t,f,t,f,t,4,2,65,5118,90
1072,DRC,32,,32,Kwilu,-3.675,18.7841,4,1,2,2,1,t,f,t,t,t,t,t,t,10,22,391,5118,90
1073,DRC,32,,32,Kwilu,-3.81315,18.58794,2,4,2,1,2,f,t,f,t,t,t,t,t,27,44,91,5118,90
1074,DRC,32,,32,Kwilu,-3.8133,18.58838,5,4,2,2,2,t,t,f,t,f,t,f,f,2,6,,5118,90
1075,DRC,32,,32,Kwilu,-4.371,18.14166,5,1,2,2,1,t,t,f,t,f,t,f,t,5,8,75,5118,90
1076,DRC,32,,32,Kwilu,-4.41488,18.43427,2,4,2,1,2,f,t,t,t,t,t,t,t,450,234,414,5118,90
1077,DRC,32,,32,Kwilu,-4.27526,18.4514,4,1,2,2,1,f,t,t,f,f,t,t,t,18,20,24,5118,90
1078,DRC,32,,32,Kwilu,-4.52683,17.75401,5,1,2,2,1,f,f,f,t,f,t,t,t,2,7,18,5118,90
1079,DRC,32,,32,Kwilu,-4.40338,17.81262,4,1,2,2,1,f,f,f,t,t,t,t,t,34,35,73,5118,90
1080,DRC,32,,32,Kwilu,-4.52694,17.99646,2,4,2,1,2,f,t,t,t,t,t,t,t,166,114,267,5118,90
1081,DRC,31,,31,Mai-Ndombe,-1.8098,17.54455,2,1,2,1,1,t,f,f,t,f,t,t,t,23,36,42,5118,90
1082,DRC,31,,31,Mai-Ndombe,-1.65817,17.7265,4,1,2,2,1,f,f,f,t,f,t,f,t,6,18,19,5118,90
1083,DRC,31,,31,Mai-Ndombe,-2.5193,17.43807,4,1,2,2,1,t,t,f,t,f,t,t,t,18,13,43,5118,90
1084,DRC,31,,31,Mai-Ndombe,,,2,4,2,1,2,t,t,t,t,t,t,t,t,80,48,142,5118,90
1085,DRC,31,,31,Mai-Ndombe,,,3,4,2,1,2,f,f,f,t,f,t,f,t,15,14,17,5118,90
1086,DRC,31,,31,Mai-Ndombe,,,5,1,2,2,1,t,t,f,t,f,t,f,f,1,6,,5118,90
1087,DRC,31,,31,Mai-Ndombe,,,3,2,2,1,2,t,f,f,t,f,t,f,t,50,24,54,5118,90
1088,DRC,31,,31,Mai-Ndombe,,,3,4,2,1,2,t,t,f,t,t,t,t,t,45,29,32,5118,90
1089,DRC,31,,31,Mai-Ndombe,-2.89111,18.35739,3,2,2,1,2,t,t,f,t,t,f,t,t,94,34,49,5118,90
1090,DRC,31,,31,Mai-Ndombe,,,3,4,2,1,2,f,f,f,f,f,f,f,t,40,32,27,5118,90
1091,DRC,31,,31,Mai-Ndombe,-2.96606,18.57373,3,1,2,1,1,t,t,f,t,t,t,f,t,11,37,41,5118,90
1092,DRC,31,,31,Mai-Ndombe,,,5,1,2,2,1,,t,f,t,f,t,t,f,3,8,,5118,90
1093,DRC,31,,31,Mai-Ndombe,,,4,1,2,2,1,t,f,f,t,t,t,t,t,15,23,116,5118,90
1094,DRC,31,,31,Mai-Ndombe,-2.1622,16.22634,2,4,2,1,2,f,t,f,t,t,t,t,t,100,85,169,5118,90
1095,DRC,31,,31,Mai-Ndombe,-2.63497,16.47559,5,1,2,2,1,t,f,f,t,f,t,t,f,9,9,,5118,90
1096,DRC,31,,31,Mai-Ndombe,-3.29227,18.82542,2,1,2,1,1,f,t,f,t,t,t,t,t,67,150,186,5118,90
1097,DRC,31,,31,Mai-Ndombe,,,4,1,2,2,1,t,f,f,t,f,t,f,t,26,45,79,5118,90
1098,DRC,31,,31,Mai-Ndombe,-3.46732,18.40974,5,1,2,2,1,t,t,f,t,f,t,t,t,10,20,60,5118,90
1099,DRC,31,,31,Mai-Ndombe,-2.8087,18.25288,5,1,2,2,1,t,t,f,t,f,t,t,f,2,6,,5118,90
1100,DRC,31,,31,Mai-Ndombe,-1.62667,18.13707,4,1,2,2,1,t,t,f,t,t,t,t,t,14,10,9998,5118,90
1101,DRC,31,,31,Mai-Ndombe,-1.93792,18.27842,2,1,2,1,1,t,t,f,t,t,t,t,t,54,124,236,5118,90
1102,DRC,31,,31,Mai-Ndombe,-1.71493,18.42837,5,1,2,2,1,t,f,t,t,f,t,t,f,4,6,,5118,90
1103,DRC,31,,31,Mai-Ndombe,,,4,1,2,2,1,f,t,f,t,f,t,t,t,16,20,16,5118,90
1104,DRC,31,,31,Mai-Ndombe,,,4,1,2,2,1,f,t,f,t,t,t,t,t,12,14,97,5118,90
1105,DRC,31,,31,Mai-Ndombe,-1.49225,18.92637,5,1,2,2,1,t,t,f,t,f,t,t,f,2,6,,5118,90
1106,DRC,31,,31,Mai-Ndombe,-1.49637,18.92773,2,1,2,1,1,t,t,f,t,t,t,t,t,42,68,195,5118,90
1107,DRC,31,,31,Mai-Ndombe,-3.43046,17.26277,4,1,2,2,1,t,t,f,t,f,t,t,t,12,14,14,5118,90
1108,DRC,31,,31,Mai-Ndombe,-3.10041,16.31773,5,1,2,2,1,t,t,f,t,f,t,t,f,4,6,,5118,90
1109,DRC,31,,31,Mai-Ndombe,-3.1818,16.2017,2,1,2,1,1,t,f,t,t,t,t,t,t,45,71,194,5118,90
1110,DRC,31,,31,Mai-Ndombe,,,5,1,2,2,1,t,f,f,f,f,t,f,f,1,8,,5118,90
1111,DRC,31,,31,Mai-Ndombe,,,5,2,2,2,2,t,f,f,f,f,t,f,t,18,12,47,5118,90
1112,DRC,31,,31,Mai-Ndombe,-2.49373,20.1034,2,4,2,1,2,f,t,f,t,f,t,t,t,26,26,68,5118,90
1113,DRC,31,,31,Mai-Ndombe,,,5,1,2,2,1,t,f,f,t,f,t,t,f,2,6,,5118,90
1114,DRC,31,,31,Mai-Ndombe,-2.3827,17.28724,4,1,2,2,1,t,f,f,t,t,t,t,t,18,17,51,5118,90
1115,DRC,31,,31,Mai-Ndombe,-3.2102,16.92521,2,1,2,1,1,f,t,t,t,t,t,t,t,72,129,472,5118,90
1116,DRC,31,,31,Mai-Ndombe,-2.72997,17.68981,2,2,2,1,2,t,t,f,t,t,t,t,t,105,84,343,5118,90
1117,DRC,31,,31,Mai-Ndombe,,,4,1,2,2,1,f,t,f,t,f,t,t,t,23,32,26,5118,90
1118,DRC,31,,31,Mai-Ndombe,-2.7135,17.69882,5,1,2,2,1,t,t,t,t,t,t,t,f,2,13,,5118,90
1119,DRC,31,,31,Mai-Ndombe,,,3,4,2,1,2,t,t,f,t,t,t,f,t,45,18,220,5118,90
1120,DRC,31,,31,Mai-Ndombe,-2.11773,16.98252,5,1,2,2,1,t,f,t,t,f,t,t,t,10,10,9998,5118,90
1121,DRC,31,,31,Mai-Ndombe,-2.18806,16.77185,4,1,2,2,1,f,f,t,t,f,t,t,t,14,13,9998,5118,90
1122,DRC,31,,31,Mai-Ndombe,-2.17974,17.16584,2,1,2,1,1,f,f,f,t,t,t,t,t,44,47,59,5118,90
1123,DRC,31,,31,Mai-Ndombe,,,5,1,9,2,1,,,,,,,,,,,,5118,90
1124,DRC,31,,31,Mai-Ndombe,-3.41722,19.44168,2,1,2,1,1,t,t,f,t,t,t,t,t,46,69,55,5118,90
1125,DRC,31,,31,Mai-Ndombe,-3.37861,19.15268,5,1,2,2,1,t,t,f,t,t,t,f,t,12,15,25,5118,90
1126,DRC,31,,31,Mai-Ndombe,-3.27063,19.1944,3,4,2,1,2,t,t,f,t,t,t,t,t,24,21,36,5118,90
1127,DRC,31,,31,Mai-Ndombe,-3.92873,19.42877,4,1,2,2,1,t,f,f,t,f,t,t,t,11,22,58,5118,90
1128,DRC,31,,31,Mai-Ndombe,,,5,1,2,2,1,f,f,f,t,f,t,t,f,6,3,,5118,90
1129,DRC,31,,31,Mai-Ndombe,,,2,4,2,1,2,t,t,f,t,t,t,t,t,50,52,111,5118,90
1130,DRC,31,,31,Mai-Ndombe,-1.8928,16.56069,2,1,2,1,1,f,f,f,t,t,t,t,t,42,49,288,5118,90
1131,DRC,31,,31,Mai-Ndombe,-2.14124,16.46809,5,1,2,2,1,t,f,f,t,f,t,f,f,2,3,,5118,90
1132,DRC,93,,93,Maniema,-2.95929,25.93596,2,1,1,1,1,f,f,f,t,t,t,t,t,53,72,151,5118,90
1133,DRC,93,,93,Maniema,-2.95373,25.9565,5,1,1,2,1,f,t,f,t,t,t,t,f,3,12,,5118,90
1134,DRC,93,,93,Maniema,-1.67417,26.18406,2,1,2,1,1,f,f,f,t,t,t,t,t,44,26,74,5118,90
1135,DRC,93,,93,Maniema,-2.94638,25.94165,5,1,1,2,1,f,f,f,t,t,t,f,f,2,15,,5118,90
1136,DRC,93,,93,Maniema,-2.97155,25.86796,4,1,2,2,1,f,f,f,t,t,t,t,t,12,23,57,5118,90
1137,DRC,93,,93,Maniema,,,2,1,9,1,1,,,,,,,,,,,,5118,90
1138,DRC,93,,93,Maniema,,,4,1,2,2,1,f,t,f,t,t,t,t,t,13,19,59,5118,90
1139,DRC,93,,93,Maniema,-2.63117,26.1106,2,3,2,1,2,f,f,t,t,t,t,t,t,22,30,104,5118,90
1140,DRC,93,,93,Maniema,,,5,1,9,2,1,,,,,,,,,,,,5118,90
1141,DRC,93,,93,Maniema,-2.88146,26.7597,4,1,2,2,1,f,f,f,t,t,t,t,t,37,23,48,5118,90
1142,DRC,93,,93,Maniema,-2.56859,26.61755,2,3,2,1,2,t,t,t,t,t,t,t,t,120,91,125,5118,90
1143,DRC,93,,93,Maniema,-2.58363,26.65108,5,1,2,2,1,f,t,f,t,f,t,f,t,10,19,65,5118,90
1144,DRC,93,,93,Maniema,-3.26632,26.7255,4,1,2,2,1,f,f,f,t,t,t,t,t,20,11,40,5118,90
1145,DRC,93,,93,Maniema,-3.59159,26.66502,4,1,2,2,1,t,t,f,t,t,t,t,t,16,18,69,5118,90
1146,DRC,93,,93,Maniema,-3.59159,26.66502,2,4,2,1,2,f,t,f,t,t,t,t,t,83,48,215,5118,90
1147,DRC,93,,93,Maniema,,,5,1,2,2,1,f,t,f,t,f,t,t,t,7,10,27,5118,90
1148,DRC,93,,93,Maniema,-4.45056,26.66246,3,4,2,1,2,f,t,f,t,t,t,t,t,39,22,74,5118,90
1149,DRC,93,,93,Maniema,-4.4278,26.66682,3,1,2,1,1,t,t,f,t,f,t,t,t,15,19,97,5118,90
1150,DRC,93,,93,Maniema,-4.43984,26.6558,2,1,2,1,1,f,t,t,t,t,t,t,t,72,112,157,5118,90
1151,DRC,93,,93,Maniema,-3.44099,25.78338,5,1,2,2,1,t,t,f,t,f,t,t,t,8,4,21,5118,90
1152,DRC,93,,93,Maniema,-3.7709,25.93538,4,1,2,2,1,f,t,f,t,t,t,t,t,10,12,145,5118,90
1153,DRC,93,,93,Maniema,,,5,1,2,2,1,f,f,f,t,t,t,f,t,5,8,70,5118,90
1154,DRC,93,,93,Maniema,-3.91906,25.92456,2,1,2,1,1,f,t,f,t,t,t,t,t,60,72,116,5118,90
1155,DRC,93,,93,Maniema,-4.27176,26.112,4,1,2,2,1,f,f,f,t,t,t,t,t,14,10,31,5118,90
1156,DRC,93,,93,Maniema,-2.9369,25.92855,2,1,1,1,1,f,f,f,t,t,t,t,t,186,180,320,5118,90
1157,DRC,93,,93,Maniema,,,3,3,1,1,2,f,t,f,t,t,t,t,t,38,21,20,5118,90
1158,DRC,93,,93,Maniema,-2.95511,25.91964,3,4,1,1,2,t,t,t,t,t,t,t,t,46,44,112,5118,90
1159,DRC,93,,93,Maniema,,,5,3,1,2,2,t,f,f,f,f,t,t,t,3,5,3,5118,90
1160,DRC,93,,93,Maniema,,,3,3,1,1,2,f,t,f,t,f,t,t,t,20,9,99,5118,90
1161,DRC,93,,93,Maniema,-2.96962,25.92107,3,3,1,1,2,t,t,t,t,t,t,t,t,34,60,127,5118,90
1162,DRC,93,,93,Maniema,-2.93057,25.90039,3,3,1,1,2,f,t,f,t,f,f,t,f,4,6,,5118,90
1163,DRC,93,,93,Maniema,-2.86008,25.88406,3,3,2,1,2,f,f,f,t,t,t,t,t,15,8,37,5118,90
1164,DRC,93,,93,Maniema,,,3,4,1,1,2,f,t,f,t,t,t,f,t,14,10,33,5118,90
1165,DRC,93,,93,Maniema,,,5,1,2,2,1,t,t,f,t,f,t,t,f,2,5,,5118,90
1166,DRC,93,,93,Maniema,-4.13956,26.50345,2,4,2,1,2,f,t,t,t,t,t,t,t,70,49,154,5118,90
1167,DRC,93,,93,Maniema,,,4,1,2,2,1,f,t,f,t,t,t,t,t,15,15,46,5118,90
